order_id,customer_id,product_id,store_id,quantity,unit_price,discount_amount,tax_amount,sale_amount,sale_date,payment_method,load_type,sale_channel
ORD202605050000100,CUST001474,PROD00738,STORE0067,2,3987.13,121.22,398.71,8251.75,2026-05-05,UPI,DELTA,APP
ORD202605050000101,CUST001721,PROD00106,STORE0092,2,951.93,47.62,95.19,1951.43,2026-05-05,CARD,DELTA,APP
ORD202605050000102,CUST002098,PROD00193,STORE0077,2,3384.29,142.19,338.43,6964.82,2026-05-05,UPI,DELTA,APP
ORD202605050000103,CUST002976,PROD00933,STORE0095,4,993.0,68.75,198.6,4101.85,2026-05-05,UPI,DELTA,APP
ORD202605050000104,CUST001314,PROD00689,STORE0003,2,2122.02,149.67,212.2,4306.57,2026-05-05,CASH,DELTA,APP
ORD202605050000105,CUST002959,PROD00067,STORE0066,1,2932.48,8.1,146.62,3071.0,2026-05-05,UPI,DELTA,APP
ORD202605050000106,CUST002720,PROD00800,STORE0082,1,4704.97,157.22,235.25,4783.0,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000107,CUST002574,PROD00900,STORE0043,1,2996.23,54.17,149.81,3091.87,2026-05-05,CASH,DELTA,APP
ORD202605050000108,CUST000131,PROD00478,STORE0098,3,1064.55,37.67,159.68,3315.66,2026-05-05,CASH,DELTA,APP
ORD202605050000109,CUST002662,PROD00939,STORE0056,4,1619.53,24.67,323.91,6777.36,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000110,CUST002927,PROD00417,STORE0013,5,1311.65,149.33,327.91,6736.83,2026-05-05,UPI,DELTA,APP
ORD202605050000111,CUST000376,PROD00711,STORE0096,1,3876.68,102.68,193.83,3967.83,2026-05-05,UPI,DELTA,APP
ORD202605050000112,CUST004297,PROD00356,STORE0075,5,659.19,108.37,164.8,3352.38,2026-05-05,CASH,DELTA,APP
ORD202605050000113,CUST003686,PROD00112,STORE0020,4,3380.86,96.24,676.17,14103.37,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000114,CUST002186,PROD00840,STORE0048,4,1211.66,57.16,242.33,5031.81,2026-05-05,CARD,DELTA,APP
ORD202605050000115,CUST004407,PROD00753,STORE0034,4,2191.77,8.89,438.35,9196.54,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000116,CUST000018,PROD00888,STORE0097,3,1531.2,41.38,229.68,4781.9,2026-05-05,CASH,DELTA,APP
ORD202605050000117,CUST002205,PROD00872,STORE0027,1,3190.05,17.3,159.5,3332.25,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000118,CUST003691,PROD00101,STORE0064,2,720.81,178.52,72.08,1335.18,2026-05-05,UPI,DELTA,APP
ORD202605050000119,CUST003902,PROD00865,STORE0051,3,2399.02,94.55,359.85,7462.36,2026-05-05,CARD,DELTA,APP
ORD202605050000120,CUST000355,PROD00851,STORE0081,2,2271.6,64.57,227.16,4705.79,2026-05-05,CARD,DELTA,APP
ORD202605050000121,CUST003140,PROD00087,STORE0094,5,3019.82,95.23,754.96,15758.83,2026-05-05,UPI,DELTA,APP
ORD202605050000122,CUST004718,PROD00583,STORE0089,5,175.21,176.92,43.8,742.93,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000123,CUST000874,PROD00359,STORE0067,5,1042.66,31.32,260.67,5442.65,2026-05-05,CASH,DELTA,APP
ORD202605050000124,CUST001816,PROD00206,STORE0008,5,1045.22,89.41,261.31,5398.0,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000125,CUST002939,PROD00833,STORE0066,5,3852.14,5.9,963.04,20217.84,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000126,CUST003337,PROD00088,STORE0014,3,1505.39,128.89,225.81,4613.09,2026-05-05,CASH,DELTA,APP
ORD202605050000127,CUST000651,PROD00183,STORE0050,5,3291.79,178.46,822.95,17103.44,2026-05-05,UPI,DELTA,APP
ORD202605050000128,CUST000079,PROD00632,STORE0056,4,2461.94,153.19,492.39,10186.96,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000129,CUST002196,PROD00279,STORE0050,2,630.86,98.67,63.09,1226.14,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000130,CUST004043,PROD00512,STORE0070,1,2525.24,194.91,126.26,2456.59,2026-05-05,UPI,DELTA,APP
ORD202605050000131,CUST002034,PROD00201,STORE0002,3,1459.95,188.56,218.99,4410.28,2026-05-05,UPI,DELTA,APP
ORD202605050000132,CUST003191,PROD00971,STORE0081,2,3062.46,23.54,306.25,6407.63,2026-05-05,CARD,DELTA,APP
ORD202605050000133,CUST003359,PROD00916,STORE0064,4,1660.41,142.04,332.08,6831.68,2026-05-05,UPI,DELTA,APP
ORD202605050000134,CUST004149,PROD00473,STORE0054,1,871.55,118.69,43.58,796.44,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000135,CUST001458,PROD00337,STORE0066,1,4575.39,48.62,228.77,4755.54,2026-05-05,CARD,DELTA,APP
ORD202605050000136,CUST003642,PROD00602,STORE0100,2,1162.65,160.75,116.27,2280.82,2026-05-05,UPI,DELTA,APP
ORD202605050000137,CUST004716,PROD00155,STORE0059,2,1854.17,121.11,185.42,3772.65,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000138,CUST002937,PROD00081,STORE0064,5,142.57,40.34,35.64,708.15,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000139,CUST001545,PROD00444,STORE0051,1,4087.08,101.47,204.35,4189.96,2026-05-05,UPI,DELTA,APP
ORD202605050000140,CUST002769,PROD00127,STORE0071,3,878.88,48.97,131.83,2719.5,2026-05-05,CARD,DELTA,APP
ORD202605050000141,CUST001559,PROD00983,STORE0023,4,3792.82,180.53,758.56,15749.31,2026-05-05,CASH,DELTA,APP
ORD202605050000142,CUST002439,PROD00287,STORE0006,5,4902.59,74.28,1225.65,25664.32,2026-05-05,UPI,DELTA,APP
ORD202605050000143,CUST001241,PROD00275,STORE0074,2,1970.81,3.09,197.08,4135.61,2026-05-05,CASH,DELTA,APP
ORD202605050000144,CUST004382,PROD00440,STORE0001,3,1737.47,164.2,260.62,5308.83,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000145,CUST004154,PROD00089,STORE0084,4,2977.96,27.99,595.59,12479.44,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000146,CUST004762,PROD00779,STORE0016,2,181.51,177.68,18.15,203.49,2026-05-05,CASH,DELTA,APP
ORD202605050000147,CUST003018,PROD00281,STORE0038,1,4897.42,113.58,244.87,5028.71,2026-05-05,CASH,DELTA,APP
ORD202605050000148,CUST000150,PROD00248,STORE0031,2,3518.01,42.85,351.8,7344.97,2026-05-05,CARD,DELTA,APP
ORD202605050000149,CUST003693,PROD00171,STORE0091,1,4080.59,192.36,204.03,4092.26,2026-05-05,UPI,DELTA,APP
ORD202605050000150,CUST000853,PROD00307,STORE0032,5,2413.17,119.18,603.29,12549.96,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000151,CUST003017,PROD00559,STORE0085,4,2224.54,116.99,444.91,9226.08,2026-05-05,CASH,DELTA,APP
ORD202605050000152,CUST002409,PROD00558,STORE0083,4,4998.87,99.42,999.77,20895.83,2026-05-05,CARD,DELTA,APP
ORD202605050000153,CUST004065,PROD00805,STORE0022,5,352.53,93.2,88.13,1757.58,2026-05-05,UPI,DELTA,APP
ORD202605050000154,CUST004714,PROD00290,STORE0010,4,3210.45,112.66,642.09,13371.23,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000155,CUST001645,PROD00528,STORE0051,2,1446.4,37.81,144.64,2999.63,2026-05-05,UPI,DELTA,APP
ORD202605050000156,CUST000030,PROD00892,STORE0090,5,4671.16,22.51,1167.79,24501.08,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000157,CUST004095,PROD00677,STORE0076,3,2714.35,186.72,407.15,8363.48,2026-05-05,CARD,DELTA,APP
ORD202605050000158,CUST003283,PROD00495,STORE0012,3,1564.4,56.84,234.66,4871.02,2026-05-05,CARD,DELTA,APP
ORD202605050000159,CUST003995,PROD00548,STORE0085,2,1725.22,45.97,172.52,3576.99,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000160,CUST004563,PROD00943,STORE0079,5,1790.23,5.33,447.56,9393.38,2026-05-05,UPI,DELTA,APP
ORD202605050000161,CUST003574,PROD00105,STORE0019,3,1095.01,196.74,164.25,3252.54,2026-05-05,CARD,DELTA,APP
ORD202605050000162,CUST004221,PROD00456,STORE0052,3,1182.72,158.58,177.41,3566.99,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000163,CUST004870,PROD00067,STORE0094,2,3143.61,95.18,314.36,6506.4,2026-05-05,CARD,DELTA,APP
ORD202605050000164,CUST003761,PROD00406,STORE0013,3,2537.04,122.96,380.56,7868.72,2026-05-05,CARD,DELTA,APP
ORD202605050000165,CUST001725,PROD00078,STORE0019,2,4707.48,194.65,470.75,9691.06,2026-05-05,CASH,DELTA,APP
ORD202605050000166,CUST000409,PROD00638,STORE0062,1,1396.49,198.53,69.82,1267.78,2026-05-05,UPI,DELTA,APP
ORD202605050000167,CUST000835,PROD00902,STORE0091,1,3175.14,87.41,158.76,3246.49,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000168,CUST000912,PROD00428,STORE0077,3,4982.77,60.94,747.42,15634.79,2026-05-05,CARD,DELTA,APP
ORD202605050000169,CUST001850,PROD00431,STORE0016,2,3163.88,97.04,316.39,6547.11,2026-05-05,CARD,DELTA,APP
ORD202605050000170,CUST004597,PROD00888,STORE0038,4,4013.61,133.26,802.72,16723.9,2026-05-05,UPI,DELTA,APP
ORD202605050000171,CUST001330,PROD00427,STORE0043,5,1190.05,18.12,297.51,6229.64,2026-05-05,CARD,DELTA,APP
ORD202605050000172,CUST003108,PROD00039,STORE0027,4,2489.76,35.57,497.95,10421.42,2026-05-05,CARD,DELTA,APP
ORD202605050000173,CUST002454,PROD00653,STORE0041,2,3477.9,52.65,347.79,7250.94,2026-05-05,CASH,DELTA,APP
ORD202605050000174,CUST000647,PROD00402,STORE0055,5,3268.03,67.9,817.01,17089.26,2026-05-05,CASH,DELTA,APP
ORD202605050000175,CUST002179,PROD00942,STORE0078,1,4948.6,141.19,247.43,5054.84,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000176,CUST001416,PROD00611,STORE0095,1,1207.52,7.7,60.38,1260.2,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000177,CUST002523,PROD00763,STORE0006,4,4066.49,114.14,813.3,16965.12,2026-05-05,UPI,DELTA,APP
ORD202605050000178,CUST001781,PROD00343,STORE0067,5,1020.35,101.15,255.09,5255.69,2026-05-05,CARD,DELTA,APP
ORD202605050000179,CUST004985,PROD00706,STORE0038,4,267.72,195.5,53.54,928.92,2026-05-05,CASH,DELTA,APP
ORD202605050000180,CUST002223,PROD00439,STORE0069,4,165.03,181.75,33.01,511.38,2026-05-05,UPI,DELTA,APP
ORD202605050000181,CUST001434,PROD00522,STORE0053,2,3889.51,120.04,388.95,8047.93,2026-05-05,CARD,DELTA,APP
ORD202605050000182,CUST004663,PROD00492,STORE0083,4,830.98,27.95,166.2,3462.17,2026-05-05,UPI,DELTA,APP
ORD202605050000183,CUST003927,PROD00332,STORE0025,2,4143.83,119.83,414.38,8582.21,2026-05-05,CARD,DELTA,APP
ORD202605050000184,CUST000012,PROD00855,STORE0005,2,309.82,171.81,30.98,478.81,2026-05-05,UPI,DELTA,APP
ORD202605050000185,CUST002199,PROD00884,STORE0022,4,1774.53,171.61,354.91,7281.42,2026-05-05,CASH,DELTA,APP
ORD202605050000186,CUST003031,PROD00607,STORE0049,2,3454.01,149.8,345.4,7103.62,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000187,CUST004556,PROD00739,STORE0094,1,3431.4,112.36,171.57,3490.61,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000188,CUST000043,PROD00519,STORE0010,5,1551.05,132.2,387.76,8010.81,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000189,CUST003922,PROD00455,STORE0100,5,253.75,55.02,63.44,1277.17,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000190,CUST000979,PROD00256,STORE0036,3,594.18,65.11,89.13,1806.56,2026-05-05,CASH,DELTA,APP
ORD202605050000191,CUST002701,PROD00068,STORE0071,1,1182.15,6.69,59.11,1234.57,2026-05-05,CARD,DELTA,APP
ORD202605050000192,CUST003511,PROD00655,STORE0059,5,673.69,40.25,168.42,3496.62,2026-05-05,UPI,DELTA,APP
ORD202605050000193,CUST001132,PROD00981,STORE0068,2,4087.51,138.54,408.75,8445.23,2026-05-05,UPI,DELTA,APP
ORD202605050000194,CUST000365,PROD00704,STORE0006,2,1664.88,193.51,166.49,3302.74,2026-05-05,UPI,DELTA,APP
ORD202605050000195,CUST001760,PROD00503,STORE0031,2,1541.39,166.28,154.14,3070.64,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000196,CUST002888,PROD00208,STORE0013,1,3975.38,67.16,198.77,4106.99,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000197,CUST004292,PROD00104,STORE0001,4,2045.94,162.78,409.19,8430.17,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000198,CUST001267,PROD00773,STORE0070,4,4345.57,136.55,869.11,18114.84,2026-05-05,UPI,DELTA,APP
ORD202605050000199,CUST002262,PROD00217,STORE0090,3,4970.21,48.68,745.53,15607.48,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000200,CUST003349,PROD00019,STORE0098,1,1281.72,100.7,64.09,1245.11,2026-05-05,UPI,DELTA,APP
ORD202605050000201,CUST002004,PROD00580,STORE0052,5,59.81,94.46,14.95,219.54,2026-05-05,CASH,DELTA,APP
ORD202605050000202,CUST002170,PROD00705,STORE0022,1,931.97,82.91,46.6,895.66,2026-05-05,CARD,DELTA,APP
ORD202605050000203,CUST000632,PROD00285,STORE0067,3,1724.97,91.23,258.75,5342.43,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000204,CUST002660,PROD00115,STORE0003,5,927.91,190.15,231.98,4681.38,2026-05-05,CASH,DELTA,APP
ORD202605050000205,CUST001862,PROD00054,STORE0069,5,796.38,3.84,199.1,4177.16,2026-05-05,CASH,DELTA,APP
ORD202605050000206,CUST003106,PROD00894,STORE0078,3,1092.48,92.67,163.87,3348.64,2026-05-05,NETBANKING,DELTA,APP
ORD202605050000207,CUST004422,PROD00773,STORE0029,5,1613.54,31.87,403.38,8439.21,2026-05-05,CARD,DELTA,APP
ORD202605050000208,CUST001850,PROD00587,STORE0026,5,2356.59,196.03,589.15,12176.07,2026-05-05,CASH,DELTA,APP
