order_id,customer_id,product_id,store_id,quantity,unit_price,discount_amount,tax_amount,sale_amount,sale_date,payment_method,load_type,coupon_code
ORD202605030000086,CUST004490,PROD00491,STORE0023,5,2561.0,56.93,640.25,13388.32,2026-05-03,CARD,DELTA,
ORD202605030000087,CUST001418,PROD00057,STORE0033,3,2324.19,180.18,348.63,7141.02,2026-05-03,NETBANKING,DELTA,
ORD202605030000088,CUST000278,PROD00254,STORE0033,5,2250.72,51.51,562.68,11764.77,2026-05-03,CARD,DELTA,
ORD202605030000089,CUST002407,PROD00725,STORE0026,3,2192.01,102.1,328.8,6802.73,2026-05-03,CARD,DELTA,
ORD202605030000090,CUST002199,PROD00431,STORE0100,1,4095.72,150.49,204.79,4150.02,2026-05-03,NETBANKING,DELTA,
ORD202605030000091,CUST004523,PROD00051,STORE0074,5,4980.23,142.28,1245.06,26003.93,2026-05-03,CARD,DELTA,
ORD202605030000092,CUST001428,PROD00461,STORE0062,2,1307.55,80.63,130.75,2665.22,2026-05-03,UPI,DELTA,
ORD202605030000093,CUST001790,PROD00658,STORE0079,2,1681.94,128.4,168.19,3403.67,2026-05-03,CARD,DELTA,
ORD202605030000094,CUST004601,PROD00002,STORE0003,4,1209.29,0.03,241.86,5078.99,2026-05-03,CARD,DELTA,
ORD202605030000095,CUST001244,PROD00693,STORE0023,1,3327.58,102.53,166.38,3391.43,2026-05-03,CARD,DELTA,
ORD202605030000096,CUST004319,PROD00264,STORE0097,2,356.79,56.02,35.68,693.24,2026-05-03,NETBANKING,DELTA,
ORD202605030000097,CUST002711,PROD00150,STORE0050,5,2214.76,196.21,553.69,11431.28,2026-05-03,UPI,DELTA,
ORD202605030000098,CUST001811,PROD00568,STORE0070,3,3732.1,102.57,559.81,11653.54,2026-05-03,UPI,DELTA,
ORD202605030000099,CUST001766,PROD00416,STORE0066,3,1192.65,122.26,178.9,3634.59,2026-05-03,CARD,DELTA,
ORD202605030000100,CUST004563,PROD00776,STORE0003,3,3892.15,193.91,583.82,12066.36,2026-05-03,UPI,DELTA,
ORD202605030000101,CUST002397,PROD00399,STORE0012,2,956.86,115.87,95.69,1893.54,2026-05-03,NETBANKING,DELTA,
ORD202605030000102,CUST000698,PROD00307,STORE0058,4,3236.82,146.16,647.36,13448.48,2026-05-03,CASH,DELTA,
ORD202605030000103,CUST004726,PROD00594,STORE0036,3,1970.68,140.63,295.6,6067.01,2026-05-03,NETBANKING,DELTA,
ORD202605030000104,CUST003121,PROD00568,STORE0085,3,1353.54,66.52,203.03,4197.13,2026-05-03,CARD,DELTA,
ORD202605030000105,CUST003839,PROD00296,STORE0072,1,1468.3,55.43,73.42,1486.29,2026-05-03,CARD,DELTA,
ORD202605030000106,CUST003670,PROD00209,STORE0030,4,2970.95,187.75,594.19,12290.24,2026-05-03,NETBANKING,DELTA,
ORD202605030000107,CUST004869,PROD00487,STORE0006,3,3445.19,25.58,516.78,10826.77,2026-05-03,NETBANKING,DELTA,
ORD202605030000108,CUST000228,PROD00121,STORE0024,2,1192.56,161.62,119.26,2342.76,2026-05-03,NETBANKING,DELTA,
ORD202605030000109,CUST000446,PROD00857,STORE0073,5,3356.87,67.67,839.22,17555.9,2026-05-03,CARD,DELTA,
ORD202605030000110,CUST004585,PROD00169,STORE0090,4,3671.61,161.46,734.32,15259.3,2026-05-03,UPI,DELTA,
ORD202605030000111,CUST001807,PROD00557,STORE0007,4,4261.45,93.79,852.29,17804.3,2026-05-03,CASH,DELTA,
ORD202605030000112,CUST000919,PROD00288,STORE0046,1,2380.98,60.41,119.05,2439.62,2026-05-03,NETBANKING,DELTA,
ORD202605030000113,CUST003258,PROD00446,STORE0096,2,3745.3,22.05,374.53,7843.08,2026-05-03,NETBANKING,DELTA,
ORD202605030000114,CUST003302,PROD00997,STORE0099,1,4633.44,198.89,231.67,4666.22,2026-05-03,CASH,DELTA,
ORD202605030000115,CUST002822,PROD00635,STORE0001,2,3125.63,167.22,312.56,6396.6,2026-05-03,UPI,DELTA,
ORD202605030000116,CUST003915,PROD00604,STORE0056,1,1926.04,16.38,96.3,2005.96,2026-05-03,CASH,DELTA,
ORD202605030000117,CUST004847,PROD00037,STORE0064,3,4678.51,3.2,701.78,14734.11,2026-05-03,CASH,DELTA,
ORD202605030000118,CUST002446,PROD00602,STORE0049,3,172.68,157.78,25.9,386.16,2026-05-03,CASH,DELTA,
ORD202605030000119,CUST001971,PROD00113,STORE0064,3,579.61,145.65,86.94,1680.12,2026-05-03,CARD,DELTA,
ORD202605030000120,CUST004242,PROD00651,STORE0092,5,3599.52,153.77,899.88,18743.71,2026-05-03,CASH,DELTA,
ORD202605030000121,CUST004202,PROD00434,STORE0070,3,1184.23,175.73,177.63,3554.59,2026-05-03,NETBANKING,DELTA,
ORD202605030000122,CUST002360,PROD00106,STORE0079,1,3483.16,122.86,174.16,3534.46,2026-05-03,CASH,DELTA,
ORD202605030000123,CUST004782,PROD00195,STORE0010,4,3159.72,32.71,631.94,13238.11,2026-05-03,NETBANKING,DELTA,
ORD202605030000124,CUST000692,PROD00420,STORE0042,3,105.15,191.46,15.77,139.76,2026-05-03,UPI,DELTA,
ORD202605030000125,CUST002229,PROD00452,STORE0070,4,269.26,127.04,53.85,1003.85,2026-05-03,UPI,DELTA,
ORD202605030000126,CUST001645,PROD00691,STORE0047,3,452.16,123.32,67.82,1300.98,2026-05-03,CASH,DELTA,
ORD202605030000127,CUST002592,PROD00035,STORE0049,2,3893.66,33.2,389.37,8143.49,2026-05-03,UPI,DELTA,
ORD202605030000128,CUST001899,PROD00859,STORE0027,1,557.8,122.09,27.89,463.6,2026-05-03,NETBANKING,DELTA,
ORD202605030000129,CUST002447,PROD00582,STORE0075,5,2494.45,121.69,623.61,12974.17,2026-05-03,CASH,DELTA,
ORD202605030000130,CUST003329,PROD00041,STORE0021,1,1948.57,77.61,97.43,1968.39,2026-05-03,CARD,DELTA,
ORD202605030000131,CUST004241,PROD00099,STORE0049,4,466.93,116.06,93.39,1845.05,2026-05-03,CARD,DELTA,
ORD202605030000132,CUST001593,PROD00466,STORE0068,2,479.96,81.96,48.0,925.96,2026-05-03,UPI,DELTA,
ORD202605030000133,CUST004968,PROD00546,STORE0027,5,1025.25,54.41,256.31,5328.15,2026-05-03,CASH,DELTA,
ORD202605030000134,CUST001879,PROD00976,STORE0021,1,857.69,136.87,42.88,763.7,2026-05-03,NETBANKING,DELTA,
ORD202605030000135,CUST001852,PROD00679,STORE0100,3,3646.24,102.65,546.94,11383.01,2026-05-03,UPI,DELTA,
ORD202605030000136,CUST000093,PROD00979,STORE0050,4,1609.49,162.91,321.9,6596.95,2026-05-03,CASH,DELTA,
ORD202605030000137,CUST003683,PROD00902,STORE0009,5,3722.05,194.44,930.51,19346.32,2026-05-03,NETBANKING,DELTA,
ORD202605030000138,CUST003280,PROD00238,STORE0079,1,1732.85,43.66,86.64,1775.83,2026-05-03,CASH,DELTA,
ORD202605030000139,CUST004035,PROD00933,STORE0001,4,3190.99,116.59,638.2,13285.57,2026-05-03,UPI,DELTA,
ORD202605030000140,CUST000968,PROD00755,STORE0018,4,436.14,111.69,87.23,1720.1,2026-05-03,NETBANKING,DELTA,
ORD202605030000141,CUST002981,PROD00420,STORE0081,4,428.73,97.38,85.75,1703.29,2026-05-03,UPI,DELTA,
ORD202605030000142,CUST002943,PROD00051,STORE0083,4,3978.19,8.62,795.64,16699.78,2026-05-03,NETBANKING,DELTA,
ORD202605030000143,CUST003037,PROD00989,STORE0011,3,3835.25,19.79,575.29,12061.25,2026-05-03,CASH,DELTA,
ORD202605030000144,CUST001338,PROD00882,STORE0024,5,3234.34,189.49,808.59,16790.8,2026-05-03,CASH,DELTA,
ORD202605030000145,CUST002731,PROD00529,STORE0026,3,3552.59,87.76,532.89,11102.9,2026-05-03,UPI,DELTA,
ORD202605030000146,CUST003917,PROD00667,STORE0065,4,1073.42,33.17,214.68,4475.19,2026-05-03,UPI,DELTA,
ORD202605030000147,CUST002170,PROD00640,STORE0001,3,2566.86,105.81,385.03,7979.8,2026-05-03,CASH,DELTA,
ORD202605030000148,CUST003856,PROD00257,STORE0072,3,3924.02,70.57,588.6,12290.09,2026-05-03,UPI,DELTA,
ORD202605030000149,CUST003149,PROD00810,STORE0070,2,4296.88,157.78,429.69,8865.67,2026-05-03,UPI,DELTA,
ORD202605030000150,CUST000050,PROD00893,STORE0096,5,2312.21,2.08,578.05,12137.02,2026-05-03,NETBANKING,DELTA,
ORD202605030000151,CUST002121,PROD00959,STORE0091,2,2110.72,88.5,211.07,4344.01,2026-05-03,CASH,DELTA,
ORD202605030000152,CUST002273,PROD00664,STORE0074,2,3471.14,160.86,347.11,7128.53,2026-05-03,NETBANKING,DELTA,
ORD202605030000153,CUST002819,PROD00258,STORE0076,2,3798.63,57.66,379.86,7919.46,2026-05-03,UPI,DELTA,
ORD202605030000154,CUST002041,PROD00313,STORE0006,3,2515.62,121.34,377.34,7802.86,2026-05-03,CASH,DELTA,
ORD202605030000155,CUST003887,PROD00007,STORE0047,2,1774.18,47.71,177.42,3678.07,2026-05-03,CARD,DELTA,
ORD202605030000156,CUST000511,PROD00342,STORE0004,4,707.6,20.07,141.52,2951.85,2026-05-03,CARD,DELTA,
ORD202605030000157,CUST004068,PROD00890,STORE0060,5,3586.61,86.14,896.65,18743.56,2026-05-03,CASH,DELTA,
ORD202605030000158,CUST001012,PROD00289,STORE0078,5,2107.13,149.69,526.78,10912.74,2026-05-03,UPI,DELTA,
ORD202605030000159,CUST002333,PROD00740,STORE0016,1,3706.8,56.73,185.34,3835.41,2026-05-03,CASH,DELTA,
ORD202605030000160,CUST004417,PROD00295,STORE0038,1,1869.86,129.46,93.49,1833.89,2026-05-03,NETBANKING,DELTA,
ORD202605030000161,CUST001164,PROD00816,STORE0032,2,3884.07,156.59,388.41,7999.96,2026-05-03,CARD,DELTA,
ORD202605030000162,CUST002384,PROD00258,STORE0084,4,4047.75,193.64,809.55,16806.91,2026-05-03,UPI,DELTA,
ORD202605030000163,CUST000065,PROD00175,STORE0085,4,2627.71,78.98,525.54,10957.4,2026-05-03,CASH,DELTA,
ORD202605030000164,CUST004324,PROD00749,STORE0053,3,2763.6,37.0,414.54,8668.34,2026-05-03,NETBANKING,DELTA,
ORD202605030000165,CUST000150,PROD00737,STORE0037,3,2786.6,177.08,417.99,8600.71,2026-05-03,UPI,DELTA,
ORD202605030000166,CUST003605,PROD00191,STORE0089,5,3123.75,140.11,780.94,16259.58,2026-05-03,NETBANKING,DELTA,
ORD202605030000167,CUST001779,PROD00414,STORE0056,1,4826.18,86.59,241.31,4980.9,2026-05-03,CASH,DELTA,
ORD202605030000168,CUST003145,PROD00001,STORE0002,5,3083.37,89.05,770.84,16098.64,2026-05-03,CASH,DELTA,
ORD202605030000169,CUST001814,PROD00903,STORE0041,1,1040.0,70.95,52.0,1021.05,2026-05-03,NETBANKING,DELTA,
ORD202605030000170,CUST000345,PROD00396,STORE0015,1,3243.1,195.74,162.16,3209.52,2026-05-03,CARD,DELTA,
ORD202605030000171,CUST003336,PROD00262,STORE0099,3,158.7,83.32,23.8,416.58,2026-05-03,NETBANKING,DELTA,
ORD202605030000172,CUST000700,PROD00807,STORE0004,4,4649.67,158.28,929.93,19370.33,2026-05-03,CASH,DELTA,
ORD202605030000173,CUST000094,PROD00937,STORE0017,3,4515.97,86.26,677.4,14139.05,2026-05-03,UPI,DELTA,
ORD202605030000174,CUST002641,PROD00093,STORE0059,3,1506.65,93.92,226.0,4652.03,2026-05-03,UPI,DELTA,
ORD202605030000175,CUST000210,PROD00198,STORE0077,2,884.76,169.61,88.48,1688.39,2026-05-03,CASH,DELTA,
ORD202605030000176,CUST003074,PROD00833,STORE0053,4,4817.76,122.41,963.55,20112.18,2026-05-03,CASH,DELTA,
ORD202605030000177,CUST000964,PROD00690,STORE0057,2,2361.52,159.42,236.15,4799.77,2026-05-03,CARD,DELTA,
ORD202605030000178,CUST000390,PROD00932,STORE0089,2,3639.71,150.22,363.97,7493.17,2026-05-03,NETBANKING,DELTA,
ORD202605030000179,CUST001943,PROD00113,STORE0048,5,1386.95,74.01,346.74,7207.48,2026-05-03,UPI,DELTA,
ORD202605030000180,CUST000963,PROD00503,STORE0070,3,3703.41,56.22,555.51,11609.52,2026-05-03,CARD,DELTA,
ORD202605030000181,CUST004390,PROD00538,STORE0005,4,3250.77,123.35,650.15,13529.88,2026-05-03,CASH,DELTA,
ORD202605030000182,CUST004748,PROD00970,STORE0017,1,4964.81,100.43,248.24,5112.62,2026-05-03,CARD,DELTA,
ORD202605030000183,CUST003748,PROD00657,STORE0010,3,3485.03,177.9,522.75,10799.94,2026-05-03,UPI,DELTA,
ORD202605030000184,CUST002338,PROD00979,STORE0031,3,2309.4,151.29,346.41,7123.32,2026-05-03,UPI,DELTA,
ORD202605030000185,CUST004254,PROD00707,STORE0056,3,2505.13,106.98,375.77,7784.18,2026-05-03,CARD,DELTA,
ORD202605030000186,CUST001304,PROD00459,STORE0030,4,1097.9,73.45,219.58,4537.73,2026-05-03,NETBANKING,DELTA,
ORD202605030000187,CUST003820,PROD00948,STORE0082,3,667.9,185.57,100.19,1918.32,2026-05-03,CARD,DELTA,
ORD202605030000188,CUST000996,PROD00876,STORE0090,4,4854.44,148.58,970.89,20240.07,2026-05-03,UPI,DELTA,
ORD202605030000189,CUST002558,PROD00487,STORE0062,2,4932.09,153.39,493.21,10204.0,2026-05-03,CARD,DELTA,
ORD202605030000190,CUST004876,PROD00094,STORE0069,3,3059.87,113.08,458.98,9525.51,2026-05-03,NETBANKING,DELTA,
ORD202605030000191,CUST004157,PROD00574,STORE0065,3,3235.54,17.11,485.33,10174.84,2026-05-03,CASH,DELTA,
ORD202605030000192,CUST003345,PROD00359,STORE0017,1,4170.16,187.85,208.51,4190.82,2026-05-03,CARD,DELTA,
ORD202605030000193,CUST003225,PROD00695,STORE0059,4,936.13,91.66,187.23,3840.09,2026-05-03,CASH,DELTA,
ORD202605030000194,CUST003275,PROD00913,STORE0073,2,3770.09,32.85,377.01,7884.34,2026-05-03,NETBANKING,DELTA,
ORD202605030000195,CUST004425,PROD00959,STORE0036,3,4201.95,195.16,630.29,13040.98,2026-05-03,CASH,DELTA,
ORD202605030000196,CUST000874,PROD00682,STORE0100,5,3938.61,56.52,984.65,20621.18,2026-05-03,UPI,DELTA,
ORD202605030000197,CUST001822,PROD00314,STORE0073,1,4161.77,69.71,208.09,4300.15,2026-05-03,CASH,DELTA,
ORD202605030000198,CUST001895,PROD00589,STORE0094,1,4094.28,41.28,204.71,4257.71,2026-05-03,CARD,DELTA,
ORD202605030000199,CUST003391,PROD00299,STORE0097,1,2546.04,190.28,127.3,2483.06,2026-05-03,UPI,DELTA,
ORD202605030000200,CUST003621,PROD00511,STORE0046,4,4696.19,55.96,939.24,19668.04,2026-05-03,NETBANKING,DELTA,
ORD202605030000201,CUST003863,PROD00391,STORE0077,4,3804.59,18.39,760.92,15960.89,2026-05-03,NETBANKING,DELTA,
ORD202605030000202,CUST000401,PROD00779,STORE0049,1,4946.62,166.4,247.33,5027.55,2026-05-03,CARD,DELTA,
ORD202605030000203,CUST001914,PROD00881,STORE0027,4,423.1,76.09,84.62,1700.93,2026-05-03,CARD,DELTA,
ORD202605030000204,CUST001160,PROD00231,STORE0090,5,1212.28,172.41,303.07,6192.06,2026-05-03,UPI,DELTA,
ORD202605030000205,CUST004636,PROD00996,STORE0030,3,3588.74,129.0,538.31,11175.53,2026-05-03,UPI,DELTA,
ORD202605030000206,CUST004968,PROD00579,STORE0023,3,381.27,132.58,57.19,1068.42,2026-05-03,CASH,DELTA,
ORD202605030000207,CUST000639,PROD00336,STORE0070,1,1213.6,91.25,60.68,1183.03,2026-05-03,CARD,DELTA,
ORD202605030000208,CUST004337,PROD00021,STORE0049,5,1332.05,144.64,333.01,6848.62,2026-05-03,UPI,DELTA,
ORD202605030000209,CUST000173,PROD00965,STORE0091,3,3295.84,167.49,494.38,10214.41,2026-05-03,CASH,DELTA,
ORD202605030000210,CUST000957,PROD00924,STORE0035,4,303.79,68.65,60.76,1207.27,2026-05-03,CASH,DELTA,
ORD202605030000211,CUST003427,PROD00921,STORE0050,2,2126.8,36.9,212.68,4429.38,2026-05-03,UPI,DELTA,
ORD202605030000212,CUST003904,PROD00879,STORE0037,3,2258.91,172.89,338.84,6942.68,2026-05-03,CASH,DELTA,
ORD202605030000213,CUST004778,PROD00988,STORE0099,1,3423.45,133.66,171.17,3460.96,2026-05-03,CASH,DELTA,
ORD202605030000214,CUST003390,PROD00180,STORE0040,1,2583.94,52.11,129.2,2661.03,2026-05-03,NETBANKING,DELTA,
