product_id,product_name,category,brand,price,created_date,load_type
PROD00050,Debitis Item,Sports,"Mody, Dhaliwal and Lalla",2828.77,2026-05-01,FULL
PROD00051,Qui Item,Grocery,Garg-Warrior,3747.72,2026-05-01,FULL
PROD00052,Assumenda Item,Home,"Edwin, Bajaj and Dubey",4494.22,2026-05-01,FULL
PROD00053,Sit Item,Home,Shanker and Sons,1841.88,2026-05-01,FULL
PROD00054,Molestiae Item,Fashion,Cherian-Kohli,2572.16,2026-05-01,FULL
PROD00055,Fuga Item,Electronics,Bali LLC,3791.12,2026-05-01,FULL
PROD00056,Sunt Item,Electronics,Swaminathan-Varty,806.56,2026-05-01,FULL
PROD00057,Culpa Item,Fashion,Chhabra LLC,3970.79,2026-05-01,FULL
PROD00058,Magni Item,Home,Devan-Pradhan,3002.22,2026-05-01,FULL
PROD00059,Eum Item,Home,Kamdar Inc,1939.02,2026-05-01,FULL
PROD00060,Deserunt Item,Home,Bhattacharyya-Kanda,2669.12,2026-05-01,FULL
PROD00061,Ad Item,Beauty,D’Alia Inc,4310.86,2026-05-01,FULL
PROD00062,Eos Item,Electronics,Manda Group,3417.4,2026-05-01,FULL
PROD00063,Incidunt Item,Electronics,Goyal-Chacko,3424.47,2026-05-01,FULL
PROD00064,Id Item,Beauty,Shroff Ltd,3766.85,2026-05-01,FULL
PROD00065,Perferendis Item,Sports,"Bala, Prabhu and Nayak",1733.87,2026-05-01,FULL
PROD00066,Ut Item,Grocery,"Devi, Deol and Sridhar",2202.09,2026-05-01,FULL
PROD00067,Pariatur Item,Home,Date Group,66.06,2026-05-01,FULL
PROD00068,Asperiores Item,Sports,"Mohan, Shukla and Ratta",4385.47,2026-05-01,FULL
PROD00069,Soluta Item,Grocery,"Solanki, Vasa and Sengupta",4860.85,2026-05-01,FULL
PROD00070,Voluptatem Item,Fashion,Panchal Group,2563.02,2026-05-01,FULL
PROD00071,Velit Item,Electronics,"Sarin, Mohan and Brahmbhatt",4359.07,2026-05-01,FULL
PROD00072,At Item,Grocery,Pall Inc,4216.26,2026-05-01,FULL
PROD00073,Occaecati Item,Beauty,"Saraf, Mann and Rai",3064.4,2026-05-01,FULL
PROD00074,Odio Item,Fashion,Sekhon Ltd,1900.87,2026-05-01,FULL
PROD00075,Necessitatibus Item,Fashion,Kalla PLC,2719.93,2026-05-01,FULL
PROD00076,Neque Item,Beauty,"Bal, Baria and Savant",4596.54,2026-05-01,FULL
PROD00077,Culpa Item,Beauty,Mandal Group,1654.57,2026-05-01,FULL
PROD00078,Ipsam Item,Electronics,Parekh Ltd,603.75,2026-05-01,FULL
PROD00079,Ea Item,Grocery,Bath Inc,4399.67,2026-05-01,FULL
PROD00080,At Item,Grocery,Sule Inc,1235.29,2026-05-01,FULL
PROD00081,Id Item,Fashion,Dave Ltd,4396.15,2026-05-01,FULL
PROD00082,Maxime Item,Electronics,"Kapoor, Keer and Devi",473.98,2026-05-01,FULL
PROD00083,Eos Item,Home,"Chada, Modi and Kata",4089.32,2026-05-01,FULL
PROD00084,Error Item,Beauty,Ray Inc,3840.88,2026-05-01,FULL
PROD00085,Non Item,Fashion,Sinha-Mohanty,3315.77,2026-05-01,FULL
PROD00086,Veritatis Item,Beauty,Sachdev-Sur,867.38,2026-05-01,FULL
PROD00087,Animi Item,Beauty,Contractor-Choudhury,4368.54,2026-05-01,FULL
PROD00088,Sed Item,Home,"Narayanan, Bir and Choudhary",4823.6,2026-05-01,FULL
PROD00089,Cumque Item,Beauty,Tak-Setty,3788.56,2026-05-01,FULL
PROD00090,Debitis Item,Sports,Bhasin and Sons,1045.7,2026-05-01,FULL
PROD00091,Possimus Item,Grocery,Nagy Ltd,2025.01,2026-05-01,FULL
PROD00092,Maxime Item,Sports,"Rattan, Anne and Gopal",3266.9,2026-05-01,FULL
PROD00093,Natus Item,Home,De-Kade,4503.09,2026-05-01,FULL
PROD00094,Necessitatibus Item,Home,Mittal LLC,648.97,2026-05-01,FULL
PROD00095,Quaerat Item,Fashion,"Mangal, Puri and Jhaveri",366.93,2026-05-01,FULL
PROD00096,Occaecati Item,Electronics,Mand Group,2962.13,2026-05-01,FULL
PROD00097,Tenetur Item,Fashion,"Taneja, Pal and Bal",2962.78,2026-05-01,FULL
PROD00098,Quas Item,Electronics,"Bajaj, Parikh and Sharaf",401.42,2026-05-01,FULL
PROD00099,Sunt Item,Sports,Bir Group,341.43,2026-05-01,FULL
PROD00100,Quia Item,Electronics,Mohanty-Mallick,4531.83,2026-05-01,FULL
PROD00101,Architecto Item,Grocery,Dugal Ltd,400.74,2026-05-01,FULL
PROD00102,Placeat Item,Fashion,Upadhyay-Kumer,1428.46,2026-05-01,FULL
PROD00103,Dolores Item,Home,Mohanty-Kashyap,1110.47,2026-05-01,FULL
PROD00104,Numquam Item,Fashion,"Jayaraman, Ravi and Ramakrishnan",3630.6,2026-05-01,FULL
PROD00105,Nobis Item,Beauty,Mangat LLC,2902.25,2026-05-01,FULL
PROD00106,Quidem Item,Fashion,Shanker-Dada,3933.87,2026-05-01,FULL
PROD00107,Cumque Item,Home,"Viswanathan, Borra and Ray",992.53,2026-05-01,FULL
PROD00108,Atque Item,Electronics,"Ganguly, Suri and Sastry",3311.96,2026-05-01,FULL
PROD00109,Tenetur Item,Grocery,Merchant Group,2146.71,2026-05-01,FULL
PROD00110,Officiis Item,Home,Sahni-Sarma,4325.99,2026-05-01,FULL
PROD00111,Quas Item,Electronics,"Manne, Prasad and Dass",3383.15,2026-05-01,FULL
PROD00112,Officiis Item,Sports,Kibe Ltd,537.17,2026-05-01,FULL
PROD00113,Tempora Item,Home,"Chaudry, Varty and Venkatesh",3654.66,2026-05-01,FULL
PROD00114,Corporis Item,Electronics,Sagar-Tandon,1280.85,2026-05-01,FULL
PROD00115,Itaque Item,Fashion,Dara-Kala,2704.61,2026-05-01,FULL
PROD00116,Iusto Item,Fashion,Pandey-Oza,2138.31,2026-05-01,FULL
PROD00117,Ut Item,Grocery,Shan-Balan,2340.01,2026-05-01,FULL
PROD00118,Officia Item,Electronics,"Bhat, Soni and Sathe",2243.5,2026-05-01,FULL
PROD00119,Temporibus Item,Beauty,More Ltd,534.65,2026-05-01,FULL
PROD00120,Tempore Item,Sports,Nazareth-Kade,4996.45,2026-05-01,FULL
PROD00121,Alias Item,Electronics,Bobal Group,4846.53,2026-05-01,FULL
PROD00122,Eius Item,Fashion,Lala Inc,873.24,2026-05-01,FULL
PROD00123,Distinctio Item,Home,Gera-Panchal,2432.72,2026-05-01,FULL
PROD00124,Repudiandae Item,Home,Chopra Ltd,4517.09,2026-05-01,FULL
PROD00125,Ducimus Item,Fashion,"Parikh, Raja and Sem",1925.92,2026-05-01,FULL
PROD00126,Voluptas Item,Home,Kuruvilla Inc,1362.76,2026-05-01,FULL
PROD00127,Maiores Item,Home,Oommen-Gaba,1461.98,2026-05-01,FULL
PROD00128,Itaque Item,Sports,Tara Group,4788.72,2026-05-01,FULL
PROD00129,Illo Item,Beauty,"Wali, Pant and Sankar",3326.26,2026-05-01,FULL
PROD00130,Iste Item,Home,Raval LLC,816.24,2026-05-01,FULL
PROD00131,Dolor Item,Grocery,"Madan, Kalita and Sarma",1127.62,2026-05-01,FULL
PROD00132,Inventore Item,Electronics,Tiwari Ltd,2916.94,2026-05-01,FULL
PROD00133,Deleniti Item,Beauty,Bajwa and Sons,351.74,2026-05-01,FULL
PROD00134,Debitis Item,Grocery,Maharaj Inc,332.97,2026-05-01,FULL
PROD00135,A Item,Beauty,Master-Ravi,2410.1,2026-05-01,FULL
PROD00136,Animi Item,Beauty,Edwin-Puri,829.29,2026-05-01,FULL
PROD00137,Laboriosam Item,Beauty,Bhatia Ltd,446.55,2026-05-01,FULL
PROD00138,Corrupti Item,Fashion,"Mallick, Varghese and Shenoy",389.18,2026-05-01,FULL
PROD00139,Nihil Item,Electronics,Sabharwal Group,3392.3,2026-05-01,FULL
PROD00140,Eveniet Item,Fashion,Garde-Prakash,2048.69,2026-05-01,FULL
PROD00141,Aliquid Item,Beauty,Khare and Sons,1268.77,2026-05-01,FULL
PROD00142,Cumque Item,Beauty,"Oommen, Ramakrishnan and Hayer",246.72,2026-05-01,FULL
PROD00143,Dolorum Item,Electronics,Prasad Ltd,2125.16,2026-05-01,FULL
PROD00144,A Item,Beauty,Palan-Barman,2847.87,2026-05-01,FULL
PROD00145,Nam Item,Grocery,"Rama, Comar and Nayak",4676.8,2026-05-01,FULL
PROD00146,Quis Item,Fashion,"Kulkarni, Mahajan and Panchal",3365.14,2026-05-01,FULL
PROD00147,Debitis Item,Grocery,Ranganathan LLC,1231.5,2026-05-01,FULL
PROD00148,Repellendus Item,Home,Bora-Chauhan,697.85,2026-05-01,FULL
PROD00149,Alias Item,Sports,Garde Inc,1534.99,2026-05-01,FULL
PROD00150,Quidem Item,Grocery,"Prashad, Swamy and Raval",4648.64,2026-05-01,FULL
PROD00151,Aliquid Item,Electronics,Bhardwaj-Sabharwal,96.11,2026-05-01,FULL
PROD00152,Dicta Item,Beauty,Grewal Inc,4992.35,2026-05-01,FULL
PROD00153,Magni Item,Electronics,Shukla LLC,412.64,2026-05-01,FULL
PROD00154,Cupiditate Item,Fashion,"Puri, Solanki and Gola",2554.13,2026-05-01,FULL
PROD00155,Repellat Item,Fashion,Bala-Nazareth,4669.63,2026-05-01,FULL
PROD00156,Quasi Item,Electronics,Pandya-Kaur,4402.39,2026-05-01,FULL
PROD00157,Beatae Item,Grocery,Kakar-Madan,1460.69,2026-05-01,FULL
PROD00158,Dolorum Item,Home,Bali Group,4177.04,2026-05-01,FULL
PROD00159,Aperiam Item,Sports,Kalla-Brar,1547.46,2026-05-01,FULL
PROD00160,Vitae Item,Sports,Shah Group,2668.26,2026-05-01,FULL
PROD00161,Dolores Item,Sports,Dhar PLC,4094.67,2026-05-01,FULL
PROD00162,Omnis Item,Grocery,Natarajan-Toor,4662.19,2026-05-01,FULL
PROD00163,Reiciendis Item,Electronics,Ratta Group,4697.7,2026-05-01,FULL
PROD00164,Impedit Item,Fashion,Zachariah Ltd,1359.11,2026-05-01,FULL
PROD00165,Nam Item,Electronics,Butala Group,3724.96,2026-05-01,FULL
PROD00166,Mollitia Item,Fashion,"Sinha, Wagle and Seshadri",1398.12,2026-05-01,FULL
PROD00167,Error Item,Beauty,"Varty, Bhandari and Dalal",1092.62,2026-05-01,FULL
PROD00168,Corporis Item,Grocery,Jhaveri Inc,1057.81,2026-05-01,FULL
PROD00169,Ullam Item,Sports,Gera-Dora,4271.92,2026-05-01,FULL
PROD00170,Eos Item,Beauty,"Kapadia, Patla and Gala",2468.23,2026-05-01,FULL
PROD00171,Dignissimos Item,Electronics,Shroff Group,506.88,2026-05-01,FULL
PROD00172,Iusto Item,Home,Madan LLC,4155.27,2026-05-01,FULL
PROD00173,Qui Item,Electronics,Rao Ltd,67.55,2026-05-01,FULL
PROD00174,Excepturi Item,Fashion,"Grover, Lalla and Mallick",3203.71,2026-05-01,FULL
PROD00175,Quo Item,Grocery,"Rastogi, Krishna and Rout",849.83,2026-05-01,FULL
PROD00176,Aliquid Item,Home,Choudhary-Gara,2780.82,2026-05-01,FULL
PROD00177,Nihil Item,Home,Randhawa Ltd,2826.49,2026-05-01,FULL
PROD00178,Maiores Item,Electronics,Mukhopadhyay-Dayal,422.46,2026-05-01,FULL
PROD00179,Omnis Item,Sports,"Kota, Hegde and Singh",4524.45,2026-05-01,FULL
PROD00180,Aspernatur Item,Beauty,Dara LLC,228.34,2026-05-01,FULL
PROD00181,Velit Item,Grocery,Brahmbhatt-Rajan,2933.42,2026-05-01,FULL
PROD00182,Similique Item,Fashion,"Banerjee, Muni and Solanki",2177.44,2026-05-01,FULL
PROD00183,Velit Item,Electronics,Bora-Bedi,1575.88,2026-05-01,FULL
PROD00184,Distinctio Item,Electronics,"Sane, Peri and Lall",4499.68,2026-05-01,FULL
PROD00185,Impedit Item,Fashion,Basu LLC,3426.23,2026-05-01,FULL
PROD00186,Eius Item,Sports,Shroff-Bali,558.83,2026-05-01,FULL
PROD00187,Doloremque Item,Beauty,"Sachdeva, Shanker and Bali",4426.47,2026-05-01,FULL
PROD00188,Iure Item,Home,Jha LLC,4870.49,2026-05-01,FULL
PROD00189,Neque Item,Sports,Khanna Group,815.04,2026-05-01,FULL
PROD00190,Ea Item,Fashion,Ranganathan-Loyal,4329.8,2026-05-01,FULL
PROD00191,Itaque Item,Fashion,Andra-Menon,4413.01,2026-05-01,FULL
PROD00192,Quidem Item,Electronics,Chadha-Chada,937.84,2026-05-01,FULL
PROD00193,Reprehenderit Item,Grocery,"Balay, Ravel and Nagarajan",3922.81,2026-05-01,FULL
PROD00194,Mollitia Item,Home,"Keer, Goda and Grewal",4021.06,2026-05-01,FULL
PROD00195,Veniam Item,Sports,Sundaram-Bobal,4063.21,2026-05-01,FULL
PROD00196,Cum Item,Grocery,Swamy PLC,838.03,2026-05-01,FULL
PROD00197,Labore Item,Sports,Gole LLC,585.07,2026-05-01,FULL
PROD00198,Sed Item,Electronics,"Garg, Sha and Gokhale",4300.04,2026-05-01,FULL
PROD00199,Repellendus Item,Fashion,Ravi PLC,1037.89,2026-05-01,FULL
PROD00200,Illum Item,Home,Dhingra and Sons,1780.81,2026-05-01,FULL
PROD00201,Sequi Item,Fashion,Pall and Sons,1153.47,2026-05-01,FULL
PROD00202,Quisquam Item,Sports,Bobal-Savant,1005.99,2026-05-01,FULL
PROD00203,Iure Item,Grocery,Ramakrishnan-Chadha,1429.09,2026-05-01,FULL
PROD00204,Porro Item,Electronics,Prasad-Sundaram,4836.1,2026-05-01,FULL
PROD00205,Dolorem Item,Grocery,Kuruvilla LLC,1788.17,2026-05-01,FULL
PROD00206,Quasi Item,Beauty,"Keer, Sarin and Sant",2028.41,2026-05-01,FULL
PROD00207,Accusantium Item,Beauty,Kalita-Keer,1689.19,2026-05-01,FULL
PROD00208,Ut Item,Electronics,Batta-Varkey,620.94,2026-05-01,FULL
PROD00209,Eligendi Item,Grocery,"Hayer, Sodhi and Vaidya",933.91,2026-05-01,FULL
PROD00210,Esse Item,Grocery,Chowdhury-Pandey,239.37,2026-05-01,FULL
PROD00211,Tempora Item,Beauty,"Gopal, Ramachandran and Sachdeva",2201.09,2026-05-01,FULL
PROD00212,Quasi Item,Sports,Raja-Vasa,3942.82,2026-05-01,FULL
PROD00213,Alias Item,Home,"Bains, Srivastava and Pingle",3050.73,2026-05-01,FULL
PROD00214,Nesciunt Item,Beauty,Khare-Behl,622.45,2026-05-01,FULL
PROD00215,Alias Item,Beauty,Grewal and Sons,990.89,2026-05-01,FULL
PROD00216,Placeat Item,Electronics,Arya-Jaggi,3558.49,2026-05-01,FULL
PROD00217,Voluptate Item,Electronics,Babu-Mand,2623.61,2026-05-01,FULL
PROD00218,Optio Item,Beauty,Dugal PLC,3449.94,2026-05-01,FULL
PROD00219,Amet Item,Sports,Kapadia Group,3698.34,2026-05-01,FULL
PROD00220,Commodi Item,Fashion,Dhar-Choudhury,1852.9,2026-05-01,FULL
PROD00221,Esse Item,Electronics,Mani-Sengupta,4746.93,2026-05-01,FULL
PROD00222,Dolorum Item,Grocery,Kari-Gill,3134.62,2026-05-01,FULL
PROD00223,Suscipit Item,Sports,Reddy Ltd,4247.68,2026-05-01,FULL
PROD00224,Voluptatibus Item,Sports,"Mallick, Narang and Lad",4505.23,2026-05-01,FULL
PROD00225,Dolore Item,Beauty,Saha-Dass,1580.96,2026-05-01,FULL
PROD00226,Similique Item,Home,Koshy Group,1664.61,2026-05-01,FULL
PROD00227,Rem Item,Sports,"Kala, Dhaliwal and More",1513.49,2026-05-01,FULL
PROD00228,Aliquam Item,Fashion,"Sinha, Ghosh and Varma",999.61,2026-05-01,FULL
PROD00229,Blanditiis Item,Sports,"Pai, Thakkar and Cheema",4704.8,2026-05-01,FULL
PROD00230,Suscipit Item,Sports,"Saha, Borra and Thaker",3753.27,2026-05-01,FULL
PROD00231,Alias Item,Fashion,"Toor, Balasubramanian and Warrior",3096.8,2026-05-01,FULL
PROD00232,Ratione Item,Grocery,"Bhatia, Lall and Bahl",2060.07,2026-05-01,FULL
PROD00233,Soluta Item,Electronics,Kashyap Group,1554.18,2026-05-01,FULL
PROD00234,Dolorum Item,Fashion,Din-Luthra,2177.95,2026-05-01,FULL
PROD00235,Incidunt Item,Beauty,Datta-Grewal,3052.97,2026-05-01,FULL
PROD00236,Perspiciatis Item,Grocery,Lad-Deshpande,2351.69,2026-05-01,FULL
PROD00237,Molestias Item,Home,Kaul-Desai,3394.35,2026-05-01,FULL
PROD00238,Voluptas Item,Beauty,"Sule, Gola and Goyal",2392.27,2026-05-01,FULL
PROD00239,Dignissimos Item,Sports,Murty LLC,889.97,2026-05-01,FULL
PROD00240,Ex Item,Electronics,Nagarajan Inc,1454.74,2026-05-01,FULL
PROD00241,Consequatur Item,Sports,Guha-Grewal,3183.06,2026-05-01,FULL
PROD00242,Reiciendis Item,Grocery,Kulkarni-Pathak,512.27,2026-05-01,FULL
PROD00243,Consequatur Item,Fashion,Rana LLC,3380.34,2026-05-01,FULL
PROD00244,Voluptates Item,Fashion,Sami Inc,4042.49,2026-05-01,FULL
PROD00245,Quisquam Item,Fashion,Ghose-Minhas,170.91,2026-05-01,FULL
PROD00246,Rerum Item,Fashion,Cherian-Kar,4920.48,2026-05-01,FULL
PROD00247,Eligendi Item,Beauty,"Sandal, Sandhu and Agrawal",4256.2,2026-05-01,FULL
PROD00248,Laboriosam Item,Electronics,Naik-Dixit,2304.31,2026-05-01,FULL
PROD00249,Temporibus Item,Sports,"Ravi, Rana and Mody",2899.57,2026-05-01,FULL
PROD00250,Perferendis Item,Sports,Chander PLC,3496.95,2026-05-01,FULL
PROD00251,Blanditiis Item,Home,Desai Ltd,2028.28,2026-05-01,FULL
PROD00252,A Item,Fashion,Dubey-Hans,3297.49,2026-05-01,FULL
PROD00253,Rem Item,Electronics,Chahal PLC,4468.67,2026-05-01,FULL
PROD00254,Fuga Item,Electronics,Narayan-Patla,3903.18,2026-05-01,FULL
PROD00255,Asperiores Item,Fashion,Kalla-Sant,920.64,2026-05-01,FULL
PROD00256,Repellendus Item,Sports,"Trivedi, Oak and Bhatnagar",2613.89,2026-05-01,FULL
PROD00257,Minus Item,Electronics,Salvi-Patel,2809.16,2026-05-01,FULL
PROD00258,Libero Item,Electronics,"Borra, Raghavan and Sachar",2309.49,2026-05-01,FULL
PROD00259,Reprehenderit Item,Home,Ravi-Bhat,3354.51,2026-05-01,FULL
PROD00260,Ea Item,Beauty,Hora Group,2997.49,2026-05-01,FULL
PROD00261,Harum Item,Home,Palan-Chawla,3082.63,2026-05-01,FULL
PROD00262,Illum Item,Sports,Seshadri Ltd,4465.5,2026-05-01,FULL
PROD00263,Ab Item,Home,"Luthra, Hegde and Krishnamurthy",4161.32,2026-05-01,FULL
PROD00264,Dolor Item,Beauty,Chawla-Sahota,2257.27,2026-05-01,FULL
PROD00265,Dolor Item,Fashion,Hora-Dar,3731.09,2026-05-01,FULL
PROD00266,Praesentium Item,Home,Singh-Magar,2277.85,2026-05-01,FULL
PROD00267,Voluptatum Item,Fashion,Divan-Golla,4207.32,2026-05-01,FULL
PROD00268,Dignissimos Item,Grocery,Grewal Ltd,3840.78,2026-05-01,FULL
PROD00269,Incidunt Item,Beauty,Chokshi Ltd,2448.76,2026-05-01,FULL
PROD00270,Rerum Item,Fashion,Handa-Varghese,1409.26,2026-05-01,FULL
PROD00271,Consectetur Item,Electronics,"Bala, Kaul and Kurian",3582.05,2026-05-01,FULL
PROD00272,Numquam Item,Fashion,Chawla Group,1394.99,2026-05-01,FULL
PROD00273,Itaque Item,Grocery,Balay Ltd,4470.48,2026-05-01,FULL
PROD00274,Dolorum Item,Electronics,"Pau, Zachariah and Khalsa",734.95,2026-05-01,FULL
PROD00275,Ratione Item,Fashion,Aurora-Toor,1946.02,2026-05-01,FULL
PROD00276,Enim Item,Fashion,Ganguly Group,3546.77,2026-05-01,FULL
PROD00277,Consequuntur Item,Electronics,Misra LLC,2103.6,2026-05-01,FULL
PROD00278,Eos Item,Grocery,"Naidu, Chahal and Kalla",2735.93,2026-05-01,FULL
PROD00279,Ipsum Item,Home,"Sandhu, Jaggi and Menon",358.22,2026-05-01,FULL
PROD00280,Et Item,Home,Sarraf Inc,1977.91,2026-05-01,FULL
PROD00281,Sed Item,Beauty,"Bhattacharyya, Rai and Karpe",4733.01,2026-05-01,FULL
PROD00282,Eius Item,Electronics,Lal-Sehgal,4290.82,2026-05-01,FULL
PROD00283,Sunt Item,Beauty,Parmer LLC,1932.89,2026-05-01,FULL
PROD00284,Error Item,Electronics,Toor and Sons,4716.57,2026-05-01,FULL
PROD00285,Iste Item,Grocery,Chokshi-Sundaram,3779.7,2026-05-01,FULL
PROD00286,Neque Item,Home,"Dhaliwal, Din and Bali",2714.19,2026-05-01,FULL
PROD00287,Nam Item,Sports,"Deol, Kumar and Om",2753.35,2026-05-01,FULL
PROD00288,Quod Item,Beauty,"Barman, Ghose and Vala",4494.17,2026-05-01,FULL
PROD00289,Incidunt Item,Home,Sharma-Dani,1136.14,2026-05-01,FULL
PROD00290,Veniam Item,Home,"Sahni, Chaudhry and Varkey",2453.93,2026-05-01,FULL
PROD00291,Blanditiis Item,Home,Goda-Pingle,1713.84,2026-05-01,FULL
PROD00292,Impedit Item,Sports,"Hayre, Chhabra and Mittal",4000.8,2026-05-01,FULL
PROD00293,Iste Item,Sports,Sahota LLC,866.97,2026-05-01,FULL
PROD00294,Consequuntur Item,Home,Kalla PLC,4601.73,2026-05-01,FULL
PROD00295,Nostrum Item,Beauty,Kapoor Group,2693.91,2026-05-01,FULL
PROD00296,Omnis Item,Home,"Mannan, Raju and Bumb",2979.87,2026-05-01,FULL
PROD00297,Non Item,Sports,Sanghvi Inc,184.16,2026-05-01,FULL
PROD00298,Ipsum Item,Sports,Khosla-Kara,2171.63,2026-05-01,FULL
PROD00299,Odio Item,Home,"Bahri, Sule and Khalsa",949.56,2026-05-01,FULL
PROD00300,Modi Item,Grocery,Brar-Datta,1926.56,2026-05-01,FULL
PROD00301,Praesentium Item,Fashion,"Lad, Sule and Agrawal",2300.76,2026-05-01,FULL
PROD00302,Nesciunt Item,Grocery,"Prasad, Khatri and Brahmbhatt",3818.09,2026-05-01,FULL
PROD00303,Doloribus Item,Home,Setty PLC,1427.37,2026-05-01,FULL
PROD00304,Saepe Item,Home,Acharya-Rama,1298.74,2026-05-01,FULL
PROD00305,Soluta Item,Electronics,Dey-Sandhu,2378.02,2026-05-01,FULL
PROD00306,Occaecati Item,Sports,Ben LLC,2720.12,2026-05-01,FULL
PROD00307,Commodi Item,Grocery,"Sani, Gara and Hayre",1159.9,2026-05-01,FULL
PROD00308,At Item,Electronics,"Cherian, Purohit and Sawhney",3917.1,2026-05-01,FULL
PROD00309,Quod Item,Sports,"Sethi, Murthy and Rajan",249.28,2026-05-01,FULL
PROD00310,Voluptas Item,Electronics,Swamy-Kuruvilla,4750.58,2026-05-01,FULL
PROD00311,Accusantium Item,Fashion,Dhawan Ltd,4204.18,2026-05-01,FULL
PROD00312,Maiores Item,Beauty,Koshy-Dara,804.29,2026-05-01,FULL
PROD00313,Odio Item,Fashion,Narain-Agarwal,2394.13,2026-05-01,FULL
PROD00314,Facilis Item,Electronics,Chauhan-Saraf,2841.65,2026-05-01,FULL
PROD00315,Culpa Item,Fashion,Kaur-Magar,2351.92,2026-05-01,FULL
