product_id,product_name,category,brand,price,created_date,load_type
PRODD202605060053,Deserunt Item,Electronics,"Verma, Kata and Nadkarni",56.84,2026-05-06,DELTA
PRODD202605060054,Voluptates Item,Electronics,Subramaniam-Chaudhuri,957.65,2026-05-06,DELTA
PRODD202605060055,Id Item,Fashion,Sibal Inc,4445.43,2026-05-06,DELTA
PRODD202605060056,Repudiandae Item,Sports,Chacko PLC,3198.19,2026-05-06,DELTA
PRODD202605060057,Blanditiis Item,Electronics,"Goswami, Bhatt and Dora",4906.03,2026-05-06,DELTA
PRODD202605060058,Iusto Item,Sports,"Nayak, Karnik and Nayak",838.53,2026-05-06,DELTA
PRODD202605060059,Error Item,Electronics,"Desai, Mani and Dar",3491.76,2026-05-06,DELTA
PRODD202605060060,Doloremque Item,Home,Sachdeva-Rau,4012.78,2026-05-06,DELTA
PRODD202605060061,Voluptatem Item,Sports,Bath Group,1016.11,2026-05-06,DELTA
PRODD202605060062,Ratione Item,Sports,Ramanathan-Sachar,428.1,2026-05-06,DELTA
PRODD202605060063,Aperiam Item,Grocery,"Aggarwal, Doshi and Varma",921.04,2026-05-06,DELTA
PRODD202605060064,Quo Item,Beauty,Modi-Biswas,3655.94,2026-05-06,DELTA
PRODD202605060065,Atque Item,Sports,Dani Ltd,3780.16,2026-05-06,DELTA
PRODD202605060066,Delectus Item,Sports,Chana LLC,3665.77,2026-05-06,DELTA
PRODD202605060067,Aliquid Item,Home,Prashad Inc,1339.68,2026-05-06,DELTA
PRODD202605060068,Iusto Item,Fashion,Kumar-Dora,2504.96,2026-05-06,DELTA
PRODD202605060069,Officiis Item,Sports,"Sehgal, Chand and Mahajan",3677.78,2026-05-06,DELTA
PRODD202605060070,At Item,Beauty,Muni LLC,1589.36,2026-05-06,DELTA
PRODD202605060071,Deleniti Item,Electronics,"Wason, Sodhi and Ray",3139.72,2026-05-06,DELTA
PRODD202605060072,Illum Item,Electronics,"Sankaran, Tripathi and Vaidya",2699.26,2026-05-06,DELTA
PRODD202605060073,Adipisci Item,Home,"Bakshi, Krishnan and Nagi",3462.96,2026-05-06,DELTA
PRODD202605060074,Dolor Item,Electronics,Bala-Nayak,3140.61,2026-05-06,DELTA
PRODD202605060075,Voluptatibus Item,Grocery,Thaker LLC,838.45,2026-05-06,DELTA
PRODD202605060076,Impedit Item,Home,"Rajagopalan, Malhotra and Chandra",4676.67,2026-05-06,DELTA
PRODD202605060077,Eligendi Item,Electronics,Dhillon-Chhabra,1533.65,2026-05-06,DELTA
PRODD202605060078,Corrupti Item,Beauty,Ganesh and Sons,4183.55,2026-05-06,DELTA
PRODD202605060079,Autem Item,Grocery,Lala-Walla,2947.35,2026-05-06,DELTA
PRODD202605060080,Necessitatibus Item,Home,Sagar Group,4156.13,2026-05-06,DELTA
PRODD202605060081,Quae Item,Grocery,Gill PLC,334.41,2026-05-06,DELTA
PRODD202605060082,Ipsum Item,Fashion,Loyal-Oza,3608.49,2026-05-06,DELTA
PRODD202605060083,Recusandae Item,Home,"Sekhon, Narayan and Gour",2778.13,2026-05-06,DELTA
PRODD202605060084,Neque Item,Home,Suresh-Barad,2359.65,2026-05-06,DELTA
PRODD202605060085,Aspernatur Item,Grocery,Roy-Dewan,1646.56,2026-05-06,DELTA
PRODD202605060086,Qui Item,Electronics,"Mann, Mander and Hans",413.31,2026-05-06,DELTA
PRODD202605060087,Dignissimos Item,Grocery,"Bali, Chakrabarti and Chander",2643.31,2026-05-06,DELTA
PRODD202605060088,Nobis Item,Beauty,Roy and Sons,4708.36,2026-05-06,DELTA
PRODD202605060089,Sint Item,Fashion,"Koshy, Narain and Saraf",3207.32,2026-05-06,DELTA
PRODD202605060090,Consectetur Item,Beauty,Raja Inc,4334.31,2026-05-06,DELTA
PRODD202605060091,Itaque Item,Electronics,Anand Inc,2935.61,2026-05-06,DELTA
PRODD202605060092,Enim Item,Electronics,Kuruvilla-Divan,2820.1,2026-05-06,DELTA
PRODD202605060093,Cupiditate Item,Home,Andra PLC,3183.48,2026-05-06,DELTA
PRODD202605060094,Nihil Item,Home,"Vala, Raju and Bansal",111.33,2026-05-06,DELTA
PRODD202605060095,Architecto Item,Home,"Taneja, Shukla and Narang",4004.29,2026-05-06,DELTA
PRODD202605060096,Occaecati Item,Grocery,Pathak LLC,4518.61,2026-05-06,DELTA
PRODD202605060097,Iure Item,Home,Devi-Guha,3178.07,2026-05-06,DELTA
PRODD202605060098,Repellat Item,Beauty,"Mander, Taneja and Saha",3818.53,2026-05-06,DELTA
PRODD202605060099,Ipsa Item,Electronics,Bhatnagar-Manda,4814.95,2026-05-06,DELTA
PRODD202605060100,Labore Item,Sports,Uppal-Prasad,1580.39,2026-05-06,DELTA
