order_id,customer_id,product_id,store_id,quantity,unit_price,discount_amount,tax_amount,sale_amount,sale_date,payment_method,load_type
ORD202605020000021,CUST000157,PROD00168,STORE0017,2,2758.84,8.79,275.88,5784.77,2026-05-02,CASH,DELTA
ORD202605020000022,CUST002069,PROD00451,STORE0047,2,1529.79,103.79,152.98,3108.77,2026-05-02,UPI,DELTA
ORD202605020000023,CUST002257,PROD00801,STORE0057,5,1793.22,104.27,448.31,9310.14,2026-05-02,UPI,DELTA
ORD202605020000024,CUST004021,PROD00793,STORE0068,3,4914.78,39.65,737.22,15441.91,2026-05-02,CARD,DELTA
ORD202605020000025,CUST000029,PROD00676,STORE0053,1,4651.81,59.83,232.59,4824.57,2026-05-02,NETBANKING,DELTA
ORD202605020000026,CUST000558,PROD00723,STORE0074,2,3133.21,167.21,313.32,6412.53,2026-05-02,CASH,DELTA
ORD202605020000027,CUST001458,PROD00989,STORE0074,5,2817.76,35.21,704.44,14758.03,2026-05-02,NETBANKING,DELTA
ORD202605020000028,CUST004447,PROD00779,STORE0086,4,3411.74,0.12,682.35,14329.19,2026-05-02,UPI,DELTA
ORD202605020000029,CUST002276,PROD00587,STORE0075,1,2651.99,95.86,132.6,2688.73,2026-05-02,NETBANKING,DELTA
ORD202605020000030,CUST002987,PROD00293,STORE0054,1,4658.89,164.42,232.94,4727.41,2026-05-02,UPI,DELTA
ORD202605020000031,CUST004833,PROD00325,STORE0027,3,1299.25,182.72,194.89,3909.92,2026-05-02,CASH,DELTA
ORD202605020000032,CUST001998,PROD00088,STORE0074,4,1455.32,17.51,291.06,6094.83,2026-05-02,CARD,DELTA
ORD202605020000033,CUST003757,PROD00310,STORE0085,5,4433.39,164.24,1108.35,23111.06,2026-05-02,NETBANKING,DELTA
ORD202605020000034,CUST004430,PROD00010,STORE0060,4,3931.91,196.4,786.38,16317.62,2026-05-02,CASH,DELTA
ORD202605020000035,CUST004627,PROD00419,STORE0048,1,4973.6,46.78,248.68,5175.5,2026-05-02,UPI,DELTA
ORD202605020000036,CUST004375,PROD00372,STORE0081,4,3915.17,172.0,783.03,16271.71,2026-05-02,UPI,DELTA
ORD202605020000037,CUST003882,PROD00593,STORE0027,3,4092.8,112.58,613.92,12779.74,2026-05-02,NETBANKING,DELTA
ORD202605020000038,CUST002610,PROD00900,STORE0058,3,4150.42,135.41,622.56,12938.41,2026-05-02,NETBANKING,DELTA
ORD202605020000039,CUST002042,PROD00787,STORE0026,3,1021.98,11.46,153.3,3207.78,2026-05-02,CARD,DELTA
ORD202605020000040,CUST004034,PROD00055,STORE0071,3,1030.18,96.29,154.53,3148.78,2026-05-02,UPI,DELTA
ORD202605020000041,CUST004245,PROD00613,STORE0035,2,1883.33,60.23,188.33,3894.76,2026-05-02,CARD,DELTA
ORD202605020000042,CUST004205,PROD00543,STORE0015,3,292.3,20.77,43.85,899.98,2026-05-02,NETBANKING,DELTA
ORD202605020000043,CUST003325,PROD00997,STORE0050,5,4746.78,177.88,1186.69,24742.71,2026-05-02,CASH,DELTA
ORD202605020000044,CUST000858,PROD00500,STORE0058,5,196.41,158.57,49.1,872.58,2026-05-02,CARD,DELTA
ORD202605020000045,CUST000294,PROD00847,STORE0024,3,1167.03,74.75,175.05,3601.39,2026-05-02,CASH,DELTA
ORD202605020000046,CUST002886,PROD00377,STORE0052,3,2535.85,164.11,380.38,7823.82,2026-05-02,UPI,DELTA
ORD202605020000047,CUST002918,PROD00078,STORE0070,2,207.0,102.59,20.7,332.11,2026-05-02,CASH,DELTA
ORD202605020000048,CUST004268,PROD00482,STORE0086,4,1165.57,116.94,233.11,4778.45,2026-05-02,NETBANKING,DELTA
ORD202605020000049,CUST004925,PROD00046,STORE0045,2,1131.38,140.63,113.14,2235.27,2026-05-02,CARD,DELTA
ORD202605020000050,CUST002585,PROD00508,STORE0096,3,4319.28,0.89,647.89,13604.84,2026-05-02,CARD,DELTA
ORD202605020000051,CUST004663,PROD00041,STORE0081,5,910.67,160.41,227.67,4620.61,2026-05-02,NETBANKING,DELTA
ORD202605020000052,CUST000318,PROD00610,STORE0082,5,4247.52,31.01,1061.88,22268.47,2026-05-02,NETBANKING,DELTA
ORD202605020000053,CUST000163,PROD00912,STORE0051,3,2211.63,197.11,331.74,6769.52,2026-05-02,CASH,DELTA
ORD202605020000054,CUST004811,PROD00152,STORE0039,5,2757.44,186.04,689.36,14290.52,2026-05-02,UPI,DELTA
ORD202605020000055,CUST002953,PROD00174,STORE0050,1,1330.21,148.8,66.51,1247.92,2026-05-02,CASH,DELTA
ORD202605020000056,CUST003779,PROD00693,STORE0036,4,2091.69,107.69,418.34,8677.41,2026-05-02,NETBANKING,DELTA
ORD202605020000057,CUST001788,PROD00293,STORE0073,2,3510.15,132.0,351.02,7239.32,2026-05-02,UPI,DELTA
ORD202605020000058,CUST004486,PROD00525,STORE0044,2,3609.65,27.35,360.97,7552.92,2026-05-02,CARD,DELTA
ORD202605020000059,CUST003206,PROD00039,STORE0096,5,1231.87,165.99,307.97,6301.33,2026-05-02,UPI,DELTA
ORD202605020000060,CUST004543,PROD00413,STORE0023,4,2577.56,19.79,515.51,10805.96,2026-05-02,CASH,DELTA
ORD202605020000061,CUST004937,PROD00870,STORE0092,4,4046.86,58.46,809.37,16938.35,2026-05-02,UPI,DELTA
ORD202605020000062,CUST001893,PROD00077,STORE0039,4,1594.8,81.61,318.96,6616.55,2026-05-02,NETBANKING,DELTA
ORD202605020000063,CUST002885,PROD00218,STORE0053,4,3188.86,45.99,637.77,13347.22,2026-05-02,UPI,DELTA
ORD202605020000064,CUST003690,PROD00494,STORE0074,3,2853.87,197.84,428.08,8791.85,2026-05-02,UPI,DELTA
ORD202605020000065,CUST001536,PROD00048,STORE0050,3,3960.22,152.27,594.03,12322.42,2026-05-02,NETBANKING,DELTA
ORD202605020000066,CUST001550,PROD00431,STORE0018,4,674.57,189.16,134.91,2644.03,2026-05-02,UPI,DELTA
ORD202605020000067,CUST004102,PROD00213,STORE0014,4,301.25,151.97,60.25,1113.28,2026-05-02,NETBANKING,DELTA
ORD202605020000068,CUST001708,PROD00376,STORE0002,2,696.24,162.02,69.62,1300.08,2026-05-02,UPI,DELTA
ORD202605020000069,CUST003076,PROD00852,STORE0015,5,2325.32,141.47,581.33,12066.46,2026-05-02,CARD,DELTA
ORD202605020000070,CUST002924,PROD00116,STORE0023,4,4842.78,198.47,968.56,20141.21,2026-05-02,UPI,DELTA
ORD202605020000071,CUST000681,PROD00293,STORE0054,1,726.61,13.05,36.33,749.89,2026-05-02,CASH,DELTA
ORD202605020000072,CUST002206,PROD00145,STORE0091,4,2803.88,21.35,560.78,11754.95,2026-05-02,CASH,DELTA
ORD202605020000073,CUST004981,PROD00199,STORE0022,1,1696.28,117.77,84.81,1663.32,2026-05-02,CARD,DELTA
ORD202605020000074,CUST001395,PROD00467,STORE0069,1,3360.11,178.25,168.01,3349.87,2026-05-02,CASH,DELTA
ORD202605020000075,CUST004328,PROD00810,STORE0062,3,1543.06,61.2,231.46,4799.44,2026-05-02,CASH,DELTA
ORD202605020000076,CUST003825,PROD00567,STORE0060,2,1244.09,44.81,124.41,2567.78,2026-05-02,CASH,DELTA
ORD202605020000077,CUST001252,PROD00363,STORE0041,4,3537.34,106.55,707.47,14750.28,2026-05-02,CARD,DELTA
ORD202605020000078,CUST000447,PROD00147,STORE0059,2,530.03,198.8,53.0,914.26,2026-05-02,UPI,DELTA
ORD202605020000079,CUST003128,PROD00549,STORE0077,1,4778.25,80.2,238.91,4936.96,2026-05-02,NETBANKING,DELTA
ORD202605020000080,CUST004166,PROD00563,STORE0012,3,1897.78,105.33,284.67,5872.68,2026-05-02,CASH,DELTA
ORD202605020000081,CUST001191,PROD00488,STORE0010,2,2343.8,154.04,234.38,4767.94,2026-05-02,CASH,DELTA
ORD202605020000082,CUST001517,PROD00628,STORE0072,5,4344.82,119.68,1086.2,22690.62,2026-05-02,UPI,DELTA
ORD202605020000083,CUST003384,PROD00912,STORE0040,2,2924.08,25.8,292.41,6114.77,2026-05-02,UPI,DELTA
ORD202605020000084,CUST003565,PROD00731,STORE0068,2,4875.95,109.07,487.6,10130.43,2026-05-02,CARD,DELTA
ORD202605020000085,CUST002128,PROD00872,STORE0010,5,2532.78,97.58,633.2,13199.52,2026-05-02,CASH,DELTA
ORD202605020000086,CUST003314,PROD00875,STORE0006,5,4129.11,71.46,1032.28,21606.37,2026-05-02,CASH,DELTA
ORD202605020000087,CUST001834,PROD00421,STORE0093,1,1490.83,174.91,74.54,1390.46,2026-05-02,NETBANKING,DELTA
ORD202605020000088,CUST000145,PROD00722,STORE0054,5,1811.93,141.72,452.98,9370.91,2026-05-02,NETBANKING,DELTA
ORD202605020000089,CUST000388,PROD00090,STORE0042,4,148.42,49.73,29.68,573.63,2026-05-02,UPI,DELTA
ORD202605020000090,CUST002836,PROD00609,STORE0068,4,1765.71,197.61,353.14,7218.37,2026-05-02,CASH,DELTA
ORD202605020000091,CUST000258,PROD00878,STORE0031,3,2013.51,63.71,302.03,6278.85,2026-05-02,NETBANKING,DELTA
ORD202605020000092,CUST002378,PROD00984,STORE0005,1,691.49,125.59,34.57,600.47,2026-05-02,CARD,DELTA
ORD202605020000093,CUST004607,PROD00830,STORE0054,5,541.81,20.6,135.45,2823.9,2026-05-02,UPI,DELTA
ORD202605020000094,CUST001877,PROD00882,STORE0083,4,271.13,19.56,54.23,1119.19,2026-05-02,CASH,DELTA
ORD202605020000095,CUST003345,PROD00042,STORE0063,3,4879.2,152.0,731.88,15217.48,2026-05-02,NETBANKING,DELTA
ORD202605020000096,CUST000914,PROD00886,STORE0012,1,102.58,111.57,5.13,-3.86,2026-05-02,CASH,DELTA
ORD202605020000097,CUST002659,PROD00893,STORE0017,3,2432.26,60.7,364.84,7600.92,2026-05-02,UPI,DELTA
ORD202605020000098,CUST004646,PROD00046,STORE0087,4,4617.2,185.05,923.44,19207.19,2026-05-02,CASH,DELTA
ORD202605020000099,CUST001294,PROD00929,STORE0079,3,1211.41,55.43,181.71,3760.51,2026-05-02,CASH,DELTA
ORD202605020000100,CUST001325,PROD00190,STORE0075,5,1650.88,105.61,412.72,8561.51,2026-05-02,CASH,DELTA
ORD202605020000101,CUST001157,PROD00690,STORE0051,1,4298.11,147.91,214.91,4365.11,2026-05-02,CARD,DELTA
ORD202605020000102,CUST000213,PROD00280,STORE0010,4,4602.38,157.91,920.48,19172.09,2026-05-02,CARD,DELTA
ORD202605020000103,CUST003168,PROD00439,STORE0030,3,1402.38,131.13,210.36,4286.37,2026-05-02,CARD,DELTA
ORD202605020000104,CUST001937,PROD00515,STORE0019,5,1175.56,78.2,293.89,6093.49,2026-05-02,CASH,DELTA
ORD202605020000105,CUST000756,PROD00349,STORE0083,4,4908.86,111.37,981.77,20505.84,2026-05-02,CASH,DELTA
ORD202605020000106,CUST000744,PROD00833,STORE0047,4,4626.08,54.98,925.22,19374.56,2026-05-02,UPI,DELTA
ORD202605020000107,CUST003172,PROD00839,STORE0098,3,701.71,7.42,105.26,2202.97,2026-05-02,CARD,DELTA
ORD202605020000108,CUST002434,PROD00618,STORE0072,4,4801.14,39.48,960.23,20125.31,2026-05-02,UPI,DELTA
ORD202605020000109,CUST003619,PROD00228,STORE0098,5,1072.01,82.48,268.0,5545.57,2026-05-02,UPI,DELTA
ORD202605020000110,CUST003752,PROD00201,STORE0083,1,2539.3,5.61,126.97,2660.66,2026-05-02,CARD,DELTA
ORD202605020000111,CUST004720,PROD00485,STORE0091,4,4750.84,73.64,950.17,19879.89,2026-05-02,UPI,DELTA
ORD202605020000112,CUST004210,PROD00661,STORE0062,1,2913.47,184.23,145.67,2874.91,2026-05-02,CASH,DELTA
ORD202605020000113,CUST004983,PROD00277,STORE0023,5,3560.6,106.19,890.15,18586.96,2026-05-02,CARD,DELTA
ORD202605020000114,CUST004463,PROD00105,STORE0038,5,4912.46,88.84,1228.12,25701.58,2026-05-02,UPI,DELTA
ORD202605020000115,CUST001851,PROD00954,STORE0038,4,4757.42,47.85,951.48,19933.31,2026-05-02,CASH,DELTA
ORD202605020000116,CUST002515,PROD00285,STORE0004,3,2054.26,5.57,308.14,6465.35,2026-05-02,UPI,DELTA
ORD202605020000117,CUST002450,PROD00755,STORE0059,1,4993.89,53.86,249.69,5189.72,2026-05-02,NETBANKING,DELTA
ORD202605020000118,CUST001371,PROD00601,STORE0082,4,728.49,99.59,145.7,2960.07,2026-05-02,NETBANKING,DELTA
ORD202605020000119,CUST002562,PROD00747,STORE0082,1,1798.58,102.72,89.93,1785.79,2026-05-02,UPI,DELTA
ORD202605020000120,CUST004940,PROD00255,STORE0058,4,437.28,75.18,87.46,1761.4,2026-05-02,CASH,DELTA
ORD202605020000121,CUST003495,PROD00383,STORE0006,2,3724.71,82.87,372.47,7739.02,2026-05-02,UPI,DELTA
ORD202605020000122,CUST000295,PROD00137,STORE0017,1,1977.08,33.06,98.85,2042.87,2026-05-02,UPI,DELTA
ORD202605020000123,CUST002043,PROD00690,STORE0068,5,2228.08,106.31,557.02,11591.11,2026-05-02,CASH,DELTA
ORD202605020000124,CUST001072,PROD00985,STORE0084,5,880.26,182.21,220.07,4439.16,2026-05-02,NETBANKING,DELTA
ORD202605020000125,CUST004327,PROD00884,STORE0059,3,3502.92,192.7,525.44,10841.5,2026-05-02,UPI,DELTA
ORD202605020000126,CUST001404,PROD00407,STORE0052,3,1116.96,6.08,167.54,3512.34,2026-05-02,CARD,DELTA
ORD202605020000127,CUST002002,PROD00114,STORE0071,4,1533.45,152.05,306.69,6288.44,2026-05-02,UPI,DELTA
ORD202605020000128,CUST000515,PROD00011,STORE0037,5,4972.37,118.2,1243.09,25986.74,2026-05-02,CASH,DELTA
ORD202605020000129,CUST001714,PROD00078,STORE0085,1,1109.89,182.33,55.49,983.05,2026-05-02,UPI,DELTA
ORD202605020000130,CUST003626,PROD00900,STORE0008,3,4989.58,148.45,748.44,15568.73,2026-05-02,UPI,DELTA
ORD202605020000131,CUST002557,PROD00455,STORE0038,5,4390.86,136.82,1097.71,22915.19,2026-05-02,CARD,DELTA
ORD202605020000132,CUST000336,PROD00790,STORE0025,3,2670.13,4.65,400.52,8406.26,2026-05-02,CASH,DELTA
ORD202605020000133,CUST000439,PROD00675,STORE0035,1,3309.06,9.94,165.45,3464.57,2026-05-02,NETBANKING,DELTA
ORD202605020000134,CUST001982,PROD00304,STORE0013,5,3653.16,43.1,913.29,19135.99,2026-05-02,CASH,DELTA
ORD202605020000135,CUST004093,PROD00339,STORE0039,3,1742.2,10.25,261.33,5477.68,2026-05-02,CASH,DELTA
ORD202605020000136,CUST004045,PROD00696,STORE0092,2,2416.45,171.45,241.64,4903.09,2026-05-02,CARD,DELTA
ORD202605020000137,CUST000793,PROD00048,STORE0027,1,139.78,104.35,6.99,42.42,2026-05-02,UPI,DELTA
ORD202605020000138,CUST000638,PROD00148,STORE0024,4,4004.34,88.73,800.87,16729.5,2026-05-02,CARD,DELTA
ORD202605020000139,CUST003715,PROD00667,STORE0039,1,4476.4,9.1,223.82,4691.12,2026-05-02,CASH,DELTA
ORD202605020000140,CUST001306,PROD00128,STORE0037,4,862.89,124.61,172.58,3499.53,2026-05-02,CARD,DELTA
ORD202605020000141,CUST004713,PROD00344,STORE0005,3,1255.61,101.23,188.34,3853.94,2026-05-02,NETBANKING,DELTA
ORD202605020000142,CUST003106,PROD00707,STORE0091,3,763.71,96.25,114.56,2309.44,2026-05-02,CARD,DELTA
ORD202605020000143,CUST002267,PROD00741,STORE0022,5,3326.06,26.95,831.51,17434.86,2026-05-02,CARD,DELTA
ORD202605020000144,CUST003980,PROD00312,STORE0031,5,1822.59,91.42,455.65,9477.18,2026-05-02,CASH,DELTA
ORD202605020000145,CUST000077,PROD00488,STORE0013,3,767.03,73.62,115.05,2342.52,2026-05-02,CARD,DELTA
ORD202605020000146,CUST004333,PROD00114,STORE0093,5,2619.73,179.78,654.93,13573.8,2026-05-02,UPI,DELTA
ORD202605020000147,CUST001574,PROD00218,STORE0087,3,650.29,143.46,97.54,1904.95,2026-05-02,UPI,DELTA
ORD202605020000148,CUST001960,PROD00256,STORE0055,4,2436.48,166.64,487.3,10066.58,2026-05-02,CASH,DELTA
ORD202605020000149,CUST002176,PROD00302,STORE0089,1,4927.41,139.46,246.37,5034.32,2026-05-02,CARD,DELTA
ORD202605020000150,CUST002912,PROD00874,STORE0077,5,1702.95,6.98,425.74,8933.51,2026-05-02,CASH,DELTA
ORD202605020000151,CUST004032,PROD00307,STORE0032,2,4010.87,23.5,401.09,8399.33,2026-05-02,UPI,DELTA
ORD202605020000152,CUST000111,PROD00459,STORE0001,5,1890.21,180.49,472.55,9743.11,2026-05-02,CARD,DELTA
ORD202605020000153,CUST000915,PROD00105,STORE0043,3,2961.58,104.58,444.24,9224.4,2026-05-02,NETBANKING,DELTA
ORD202605020000154,CUST004506,PROD00453,STORE0011,2,1832.5,102.08,183.25,3746.17,2026-05-02,CARD,DELTA
ORD202605020000155,CUST004055,PROD00925,STORE0089,4,3870.55,107.86,774.11,16148.45,2026-05-02,CARD,DELTA
ORD202605020000156,CUST003623,PROD00263,STORE0073,5,4082.71,131.69,1020.68,21302.54,2026-05-02,CASH,DELTA
ORD202605020000157,CUST001714,PROD00266,STORE0047,4,961.21,121.41,192.24,3915.67,2026-05-02,CASH,DELTA
ORD202605020000158,CUST001300,PROD00925,STORE0036,1,4655.13,79.94,232.76,4807.95,2026-05-02,CARD,DELTA
ORD202605020000159,CUST003906,PROD00982,STORE0091,2,1388.0,76.86,138.8,2837.94,2026-05-02,NETBANKING,DELTA
ORD202605020000160,CUST002448,PROD00413,STORE0097,3,3327.5,97.9,499.12,10383.72,2026-05-02,UPI,DELTA
ORD202605020000161,CUST000155,PROD00089,STORE0003,5,4117.55,99.91,1029.39,21517.23,2026-05-02,CARD,DELTA
ORD202605020000162,CUST001458,PROD00184,STORE0060,3,2832.99,94.28,424.95,8829.64,2026-05-02,UPI,DELTA
ORD202605020000163,CUST004075,PROD00100,STORE0074,4,1309.98,35.02,262.0,5466.9,2026-05-02,CARD,DELTA
ORD202605020000164,CUST001854,PROD00784,STORE0087,4,2857.28,64.1,571.46,11936.48,2026-05-02,CARD,DELTA
ORD202605020000165,CUST004880,PROD00332,STORE0025,1,677.85,84.13,33.89,627.61,2026-05-02,NETBANKING,DELTA
ORD202605020000166,CUST001136,PROD00758,STORE0079,5,3312.75,175.05,828.19,17216.89,2026-05-02,NETBANKING,DELTA
ORD202605020000167,CUST004911,PROD00426,STORE0084,2,96.97,46.79,9.7,156.85,2026-05-02,NETBANKING,DELTA
ORD202605020000168,CUST002876,PROD00390,STORE0044,4,711.89,77.0,142.38,2912.94,2026-05-02,CASH,DELTA
ORD202605020000169,CUST003702,PROD00919,STORE0044,3,1866.29,72.97,279.94,5805.84,2026-05-02,NETBANKING,DELTA
ORD202605020000170,CUST000662,PROD00611,STORE0001,5,4752.05,161.14,1188.01,24787.12,2026-05-02,CARD,DELTA
ORD202605020000171,CUST001252,PROD00488,STORE0014,5,3169.04,20.1,792.26,16617.36,2026-05-02,CARD,DELTA
ORD202605020000172,CUST004248,PROD00313,STORE0064,3,1027.38,175.55,154.11,3060.7,2026-05-02,NETBANKING,DELTA
ORD202605020000173,CUST004103,PROD00928,STORE0073,3,3492.41,103.07,523.86,10898.02,2026-05-02,NETBANKING,DELTA
ORD202605020000174,CUST000330,PROD00126,STORE0053,4,2019.97,188.06,403.99,8295.81,2026-05-02,UPI,DELTA
ORD202605020000175,CUST003116,PROD00142,STORE0073,2,4323.44,50.53,432.34,9028.69,2026-05-02,NETBANKING,DELTA
ORD202605020000176,CUST002657,PROD00188,STORE0036,5,3096.68,1.44,774.17,16256.13,2026-05-02,NETBANKING,DELTA
ORD202605020000177,CUST004787,PROD00055,STORE0092,3,4420.19,142.16,663.03,13781.44,2026-05-02,CASH,DELTA
ORD202605020000178,CUST001706,PROD00719,STORE0091,5,3652.15,48.52,913.04,19125.27,2026-05-02,CASH,DELTA
ORD202605020000179,CUST002882,PROD00037,STORE0003,3,4014.51,198.01,602.18,12447.7,2026-05-02,NETBANKING,DELTA
ORD202605020000180,CUST003003,PROD00689,STORE0096,3,4513.56,165.95,677.03,14051.76,2026-05-02,UPI,DELTA
ORD202605020000181,CUST000335,PROD00968,STORE0045,4,345.66,88.77,69.13,1363.0,2026-05-02,CARD,DELTA
ORD202605020000182,CUST003472,PROD00842,STORE0088,2,1556.35,192.76,155.63,3075.57,2026-05-02,NETBANKING,DELTA
ORD202605020000183,CUST001347,PROD00710,STORE0096,4,2891.53,69.73,578.31,12074.7,2026-05-02,NETBANKING,DELTA
ORD202605020000184,CUST003993,PROD00980,STORE0071,2,916.49,164.33,91.65,1760.3,2026-05-02,NETBANKING,DELTA
ORD202605020000185,CUST002756,PROD00293,STORE0012,5,4661.12,69.18,1165.28,24401.7,2026-05-02,UPI,DELTA
ORD202605020000186,CUST003606,PROD00772,STORE0077,5,280.51,65.07,70.13,1407.61,2026-05-02,NETBANKING,DELTA
ORD202605020000187,CUST001014,PROD00704,STORE0010,5,4708.63,38.42,1177.16,24681.89,2026-05-02,CARD,DELTA
ORD202605020000188,CUST003311,PROD00353,STORE0070,5,2213.01,67.74,553.25,11550.56,2026-05-02,UPI,DELTA
ORD202605020000189,CUST003575,PROD00155,STORE0010,4,2444.74,175.39,488.95,10092.52,2026-05-02,NETBANKING,DELTA
ORD202605020000190,CUST004913,PROD00280,STORE0005,2,624.93,5.4,62.49,1306.95,2026-05-02,NETBANKING,DELTA
ORD202605020000191,CUST001229,PROD00022,STORE0097,5,4244.59,147.43,1061.15,22136.67,2026-05-02,CASH,DELTA
ORD202605020000192,CUST000732,PROD00873,STORE0086,1,1073.12,121.23,53.66,1005.55,2026-05-02,CASH,DELTA
ORD202605020000193,CUST002156,PROD00838,STORE0048,1,4134.69,147.34,206.73,4194.08,2026-05-02,NETBANKING,DELTA
ORD202605020000194,CUST004097,PROD00835,STORE0052,1,1279.89,192.21,63.99,1151.67,2026-05-02,NETBANKING,DELTA
ORD202605020000195,CUST003990,PROD00875,STORE0032,3,1208.03,61.56,181.2,3743.73,2026-05-02,CARD,DELTA
ORD202605020000196,CUST001743,PROD00202,STORE0099,1,2454.34,81.37,122.72,2495.69,2026-05-02,CASH,DELTA
ORD202605020000197,CUST001256,PROD00056,STORE0005,3,4269.27,103.14,640.39,13345.06,2026-05-02,UPI,DELTA
ORD202605020000198,CUST000628,PROD00061,STORE0011,3,3074.91,157.46,461.24,9528.51,2026-05-02,UPI,DELTA
ORD202605020000199,CUST004863,PROD00061,STORE0050,4,1210.06,183.19,242.01,4899.06,2026-05-02,UPI,DELTA
ORD202605020000200,CUST000075,PROD00898,STORE0065,5,692.11,132.73,173.03,3500.85,2026-05-02,CASH,DELTA
ORD202605020000201,CUST001550,PROD00679,STORE0077,5,1613.75,26.07,403.44,8446.12,2026-05-02,UPI,DELTA
ORD202605020000202,CUST003317,PROD00710,STORE0033,5,2577.72,164.71,644.43,13368.32,2026-05-02,UPI,DELTA
ORD202605020000203,CUST003470,PROD00088,STORE0028,5,3255.06,54.89,813.76,17034.17,2026-05-02,UPI,DELTA
ORD202605020000204,CUST001532,PROD00456,STORE0031,3,2259.22,65.52,338.88,7051.02,2026-05-02,UPI,DELTA
ORD202605020000205,CUST003111,PROD00963,STORE0100,4,4908.45,10.86,981.69,20604.63,2026-05-02,CASH,DELTA
ORD202605020000206,CUST003980,PROD00303,STORE0008,2,4789.06,185.48,478.91,9871.55,2026-05-02,CASH,DELTA
ORD202605020000207,CUST002965,PROD00488,STORE0085,4,1779.39,160.86,355.88,7312.58,2026-05-02,CASH,DELTA
ORD202605020000208,CUST001061,PROD00474,STORE0031,2,2649.7,66.77,264.97,5497.6,2026-05-02,CASH,DELTA
ORD202605020000209,CUST004034,PROD00133,STORE0065,4,1699.86,145.25,339.97,6994.16,2026-05-02,NETBANKING,DELTA
ORD202605020000210,CUST002245,PROD00598,STORE0016,1,1328.11,182.09,66.41,1212.43,2026-05-02,CASH,DELTA
ORD202605020000211,CUST000003,PROD00065,STORE0068,5,1584.35,184.97,396.09,8132.87,2026-05-02,CARD,DELTA
ORD202605020000212,CUST002031,PROD00233,STORE0052,4,3936.36,186.28,787.27,16346.43,2026-05-02,NETBANKING,DELTA
ORD202605020000213,CUST002365,PROD00490,STORE0051,3,3391.62,53.93,508.74,10629.67,2026-05-02,UPI,DELTA
ORD202605020000214,CUST000783,PROD00076,STORE0077,1,2253.63,106.54,112.68,2259.77,2026-05-02,NETBANKING,DELTA
ORD202605020000215,CUST000732,PROD00167,STORE0021,3,845.87,22.89,126.88,2641.6,2026-05-02,UPI,DELTA
ORD202605020000216,CUST002924,PROD00118,STORE0098,2,2506.92,124.87,250.69,5139.66,2026-05-02,CASH,DELTA
ORD202605020000217,CUST004745,PROD00829,STORE0099,4,710.88,193.23,142.18,2792.47,2026-05-02,NETBANKING,DELTA
ORD202605020000218,CUST000161,PROD00653,STORE0064,3,3022.57,167.49,453.39,9353.61,2026-05-02,UPI,DELTA
