sale_date,order_id,customer_id,product_id,store_id,quantity,unit_price,discount_amount,tax_amount,sale_amount,payment_method,load_type
2026-05-04,ORD202605040000027,CUST002550,PROD00462,STORE0038,3,276.31,16.86,41.45,853.52,CASH,DELTA
2026-05-04,ORD202605040000028,CUST001769,PROD00652,STORE0082,4,1652.95,55.87,330.59,6886.52,CARD,DELTA
2026-05-04,ORD202605040000029,CUST002291,PROD00398,STORE0048,2,1076.1,120.04,107.61,2139.77,CASH,DELTA
2026-05-04,ORD202605040000030,CUST001633,PROD00895,STORE0100,4,4930.22,125.37,986.04,20581.55,UPI,DELTA
2026-05-04,ORD202605040000031,CUST000676,PROD00243,STORE0069,3,4730.39,196.65,709.56,14704.08,CARD,DELTA
2026-05-04,ORD202605040000032,CUST001757,PROD00778,STORE0065,5,3918.17,48.82,979.54,20521.57,NETBANKING,DELTA
2026-05-04,ORD202605040000033,CUST003524,PROD00687,STORE0042,4,2422.12,42.26,484.42,10130.64,UPI,DELTA
2026-05-04,ORD202605040000034,CUST004629,PROD00112,STORE0083,1,101.6,74.1,5.08,32.58,CARD,DELTA
2026-05-04,ORD202605040000035,CUST000668,PROD00156,STORE0076,5,3433.89,9.17,858.47,18018.75,CARD,DELTA
2026-05-04,ORD202605040000036,CUST003796,PROD00976,STORE0062,4,3850.53,164.89,770.11,16007.34,CARD,DELTA
2026-05-04,ORD202605040000037,CUST001711,PROD00888,STORE0075,2,2258.9,187.52,225.89,4556.17,CARD,DELTA
2026-05-04,ORD202605040000038,CUST004791,PROD00774,STORE0061,2,3317.77,137.22,331.78,6830.1,UPI,DELTA
2026-05-04,ORD202605040000039,CUST001619,PROD00312,STORE0090,4,2028.08,40.98,405.62,8476.96,UPI,DELTA
2026-05-04,ORD202605040000040,CUST004332,PROD00969,STORE0097,5,3463.03,67.44,865.76,18113.47,UPI,DELTA
2026-05-04,ORD202605040000041,CUST003858,PROD00882,STORE0069,4,275.83,7.38,55.17,1151.11,CARD,DELTA
2026-05-04,ORD202605040000042,CUST001928,PROD00707,STORE0002,3,1638.67,96.95,245.8,5064.86,CARD,DELTA
2026-05-04,ORD202605040000043,CUST003061,PROD00435,STORE0031,2,1054.59,14.35,105.46,2200.29,CASH,DELTA
2026-05-04,ORD202605040000044,CUST000252,PROD00044,STORE0006,3,891.13,191.68,133.67,2615.38,NETBANKING,DELTA
2026-05-04,ORD202605040000045,CUST002606,PROD00399,STORE0079,3,3527.02,165.11,529.05,10945.0,NETBANKING,DELTA
2026-05-04,ORD202605040000046,CUST002497,PROD00565,STORE0070,4,2432.86,199.18,486.57,10018.83,UPI,DELTA
2026-05-04,ORD202605040000047,CUST000192,PROD00831,STORE0070,5,1326.58,166.29,331.64,6798.25,CASH,DELTA
2026-05-04,ORD202605040000048,CUST001176,PROD00350,STORE0044,5,968.94,73.57,242.24,5013.37,UPI,DELTA
2026-05-04,ORD202605040000049,CUST003504,PROD00931,STORE0037,4,1794.86,163.57,358.97,7374.84,CASH,DELTA
2026-05-04,ORD202605040000050,CUST001105,PROD00673,STORE0032,3,2631.26,126.25,394.69,8162.22,CARD,DELTA
2026-05-04,ORD202605040000051,CUST003214,PROD00615,STORE0044,1,1673.32,9.42,83.67,1747.57,UPI,DELTA
2026-05-04,ORD202605040000052,CUST001203,PROD00106,STORE0045,5,1511.74,24.01,377.94,7912.63,CARD,DELTA
2026-05-04,ORD202605040000053,CUST003149,PROD00848,STORE0018,1,3303.43,186.15,165.17,3282.45,CARD,DELTA
2026-05-04,ORD202605040000054,CUST000377,PROD00400,STORE0091,3,2891.17,135.54,433.68,8971.65,CASH,DELTA
2026-05-04,ORD202605040000055,CUST001721,PROD00131,STORE0004,1,700.83,14.74,35.04,721.13,NETBANKING,DELTA
2026-05-04,ORD202605040000056,CUST003111,PROD00784,STORE0054,5,3443.09,38.1,860.77,18038.12,CARD,DELTA
2026-05-04,ORD202605040000057,CUST002933,PROD00273,STORE0092,5,1866.35,164.96,466.59,9633.38,NETBANKING,DELTA
2026-05-04,ORD202605040000058,CUST000629,PROD00989,STORE0013,4,1836.86,169.66,367.37,7545.15,NETBANKING,DELTA
2026-05-04,ORD202605040000059,CUST003540,PROD00246,STORE0008,1,3804.59,107.58,190.23,3887.24,UPI,DELTA
2026-05-04,ORD202605040000060,CUST004289,PROD00600,STORE0013,2,3813.48,37.03,381.35,7971.28,UPI,DELTA
2026-05-04,ORD202605040000061,CUST003758,PROD00615,STORE0040,1,2982.08,72.05,149.1,3059.13,CASH,DELTA
2026-05-04,ORD202605040000062,CUST002785,PROD00902,STORE0001,3,3942.15,183.16,591.32,12234.61,CARD,DELTA
2026-05-04,ORD202605040000063,CUST000966,PROD00085,STORE0086,4,4772.36,164.37,954.47,19879.54,UPI,DELTA
2026-05-04,ORD202605040000064,CUST000559,PROD00127,STORE0031,3,4528.9,1.64,679.34,14264.4,CARD,DELTA
2026-05-04,ORD202605040000065,CUST004768,PROD00432,STORE0016,3,1744.03,61.41,261.6,5432.28,CASH,DELTA
2026-05-04,ORD202605040000066,CUST001917,PROD00512,STORE0067,5,4772.91,159.82,1193.23,24897.96,CASH,DELTA
2026-05-04,ORD202605040000067,CUST004533,PROD00371,STORE0050,4,746.92,111.52,149.38,3025.54,NETBANKING,DELTA
2026-05-04,ORD202605040000068,CUST000336,PROD00397,STORE0005,2,1168.39,130.88,116.84,2322.74,CASH,DELTA
2026-05-04,ORD202605040000069,CUST000336,PROD00942,STORE0077,4,1808.32,30.32,361.66,7564.62,UPI,DELTA
2026-05-04,ORD202605040000070,CUST001190,PROD00135,STORE0094,4,3642.02,73.93,728.4,15222.55,UPI,DELTA
2026-05-04,ORD202605040000071,CUST002080,PROD00191,STORE0079,1,4086.24,132.33,204.31,4158.22,UPI,DELTA
2026-05-04,ORD202605040000072,CUST001610,PROD00633,STORE0024,4,2838.67,2.82,567.73,11919.59,CASH,DELTA
2026-05-04,ORD202605040000073,CUST003926,PROD00702,STORE0078,1,1430.88,193.88,71.54,1308.54,UPI,DELTA
2026-05-04,ORD202605040000074,CUST001210,PROD00449,STORE0076,4,4805.61,81.5,961.12,20102.06,UPI,DELTA
2026-05-04,ORD202605040000075,CUST003855,PROD00745,STORE0056,4,3026.12,24.05,605.22,12685.65,CARD,DELTA
2026-05-04,ORD202605040000076,CUST001853,PROD00723,STORE0067,1,4343.96,60.26,217.2,4500.9,CASH,DELTA
2026-05-04,ORD202605040000077,CUST003307,PROD00293,STORE0058,1,2119.2,22.22,105.96,2202.94,CASH,DELTA
2026-05-04,ORD202605040000078,CUST002395,PROD00208,STORE0020,2,1059.9,54.45,105.99,2171.34,CARD,DELTA
2026-05-04,ORD202605040000079,CUST003591,PROD00770,STORE0004,2,3993.34,127.67,399.33,8258.34,NETBANKING,DELTA
2026-05-04,ORD202605040000080,CUST003282,PROD00724,STORE0066,1,1631.27,20.31,81.56,1692.52,CARD,DELTA
2026-05-04,ORD202605040000081,CUST001211,PROD00241,STORE0032,4,1671.09,63.3,334.22,6955.28,NETBANKING,DELTA
2026-05-04,ORD202605040000082,CUST003887,PROD00975,STORE0096,1,3985.91,66.56,199.3,4118.65,CARD,DELTA
2026-05-04,ORD202605040000083,CUST004270,PROD00425,STORE0091,1,1182.4,45.87,59.12,1195.65,UPI,DELTA
2026-05-04,ORD202605040000084,CUST000661,PROD00026,STORE0050,5,3731.92,9.15,932.98,19583.43,UPI,DELTA
2026-05-04,ORD202605040000085,CUST002387,PROD00344,STORE0089,1,385.34,8.92,19.27,395.69,CASH,DELTA
2026-05-04,ORD202605040000086,CUST001195,PROD00686,STORE0010,1,2256.38,165.32,112.82,2203.88,CASH,DELTA
2026-05-04,ORD202605040000087,CUST003633,PROD00071,STORE0009,5,2748.23,165.11,687.06,14263.1,UPI,DELTA
2026-05-04,ORD202605040000088,CUST004520,PROD00315,STORE0090,2,4252.1,77.73,425.21,8851.68,CARD,DELTA
2026-05-04,ORD202605040000089,CUST002614,PROD00760,STORE0056,1,1893.04,61.86,94.65,1925.83,CARD,DELTA
2026-05-04,ORD202605040000090,CUST002725,PROD00106,STORE0056,4,4104.25,191.92,820.85,17045.93,NETBANKING,DELTA
2026-05-04,ORD202605040000091,CUST000728,PROD00353,STORE0065,5,4495.58,134.24,1123.9,23467.56,NETBANKING,DELTA
2026-05-04,ORD202605040000092,CUST000377,PROD00081,STORE0008,3,3885.58,66.69,582.84,12172.89,UPI,DELTA
2026-05-04,ORD202605040000093,CUST002573,PROD00151,STORE0022,3,4978.51,125.93,746.78,15556.38,NETBANKING,DELTA
2026-05-04,ORD202605040000094,CUST002530,PROD00414,STORE0005,4,279.74,195.77,55.95,979.14,NETBANKING,DELTA
2026-05-04,ORD202605040000095,CUST002618,PROD00013,STORE0070,3,513.08,25.09,76.96,1591.11,CASH,DELTA
2026-05-04,ORD202605040000096,CUST000223,PROD00442,STORE0081,2,4601.64,161.66,460.16,9501.78,NETBANKING,DELTA
2026-05-04,ORD202605040000097,CUST003739,PROD00798,STORE0041,5,2766.38,141.22,691.6,14382.28,UPI,DELTA
2026-05-04,ORD202605040000098,CUST003210,PROD00864,STORE0052,2,748.15,87.27,74.81,1483.84,CASH,DELTA
2026-05-04,ORD202605040000099,CUST004770,PROD00953,STORE0093,1,3773.53,176.76,188.68,3785.45,UPI,DELTA
2026-05-04,ORD202605040000100,CUST002742,PROD00939,STORE0023,1,472.77,172.05,23.64,324.36,NETBANKING,DELTA
2026-05-04,ORD202605040000101,CUST003094,PROD00665,STORE0044,4,1334.24,96.02,266.85,5507.79,NETBANKING,DELTA
2026-05-04,ORD202605040000102,CUST002133,PROD00203,STORE0035,4,2852.69,5.08,570.54,11976.22,CASH,DELTA
2026-05-04,ORD202605040000103,CUST003082,PROD00389,STORE0033,4,4582.25,34.1,916.45,19211.35,CASH,DELTA
2026-05-04,ORD202605040000104,CUST001816,PROD00705,STORE0018,1,914.52,124.4,45.73,835.85,CARD,DELTA
2026-05-04,ORD202605040000105,CUST004299,PROD00882,STORE0047,5,894.32,171.99,223.58,4523.19,UPI,DELTA
2026-05-04,ORD202605040000106,CUST003944,PROD00876,STORE0010,2,848.1,48.38,84.81,1732.63,UPI,DELTA
2026-05-04,ORD202605040000107,CUST003410,PROD00189,STORE0094,1,1902.58,132.67,95.13,1865.04,UPI,DELTA
2026-05-04,ORD202605040000108,CUST001366,PROD00533,STORE0004,2,1186.93,92.13,118.69,2400.42,UPI,DELTA
2026-05-04,ORD202605040000109,CUST004485,PROD00361,STORE0071,2,4617.73,21.5,461.77,9675.73,UPI,DELTA
2026-05-04,ORD202605040000110,CUST001504,PROD00134,STORE0083,5,4213.81,123.52,1053.45,21998.98,UPI,DELTA
2026-05-04,ORD202605040000111,CUST000650,PROD00597,STORE0057,3,3094.63,73.7,464.19,9674.38,UPI,DELTA
2026-05-04,ORD202605040000112,CUST002710,PROD00901,STORE0082,2,562.92,137.95,56.29,1044.18,CASH,DELTA
2026-05-04,ORD202605040000113,CUST000003,PROD00558,STORE0087,1,764.07,150.63,38.2,651.64,CASH,DELTA
2026-05-04,ORD202605040000114,CUST004948,PROD00045,STORE0049,2,4833.06,98.32,483.31,10051.11,CARD,DELTA
2026-05-04,ORD202605040000115,CUST002492,PROD00021,STORE0050,3,4649.48,107.13,697.42,14538.73,CARD,DELTA
2026-05-04,ORD202605040000116,CUST001754,PROD00503,STORE0100,5,4590.77,166.86,1147.69,23934.68,UPI,DELTA
2026-05-04,ORD202605040000117,CUST002921,PROD00371,STORE0093,1,1141.44,141.59,57.07,1056.92,CASH,DELTA
2026-05-04,ORD202605040000118,CUST003144,PROD00318,STORE0045,5,609.28,33.66,152.32,3165.06,UPI,DELTA
2026-05-04,ORD202605040000119,CUST001513,PROD00290,STORE0032,4,1844.53,197.09,368.91,7549.94,NETBANKING,DELTA
2026-05-04,ORD202605040000120,CUST000149,PROD00785,STORE0036,3,1916.37,74.24,287.46,5962.33,NETBANKING,DELTA
2026-05-04,ORD202605040000121,CUST000428,PROD00720,STORE0031,5,3853.97,169.45,963.49,20063.89,NETBANKING,DELTA
2026-05-04,ORD202605040000122,CUST003645,PROD00518,STORE0071,1,3957.16,125.36,197.86,4029.66,UPI,DELTA
2026-05-04,ORD202605040000123,CUST004653,PROD00582,STORE0078,5,3025.91,19.67,756.48,15866.36,UPI,DELTA
2026-05-04,ORD202605040000124,CUST000283,PROD00722,STORE0006,3,2094.1,94.16,314.12,6502.26,CASH,DELTA
2026-05-04,ORD202605040000125,CUST004297,PROD00454,STORE0085,1,4603.18,56.08,230.16,4777.26,UPI,DELTA
2026-05-04,ORD202605040000126,CUST001901,PROD00861,STORE0077,2,3888.6,128.72,388.86,8037.34,CARD,DELTA
2026-05-04,ORD202605040000127,CUST000980,PROD00367,STORE0052,1,4988.63,75.79,249.43,5162.27,NETBANKING,DELTA
2026-05-04,ORD202605040000128,CUST002896,PROD00469,STORE0046,4,4011.51,185.52,802.3,16662.82,UPI,DELTA
2026-05-04,ORD202605040000129,CUST001702,PROD00801,STORE0035,5,459.77,186.96,114.94,2226.83,UPI,DELTA
2026-05-04,ORD202605040000130,CUST003124,PROD00425,STORE0036,4,2793.19,99.34,558.64,11632.06,UPI,DELTA
2026-05-04,ORD202605040000131,CUST003283,PROD00628,STORE0030,3,3555.37,131.89,533.31,11067.53,UPI,DELTA
2026-05-04,ORD202605040000132,CUST001851,PROD00090,STORE0095,5,4383.29,9.14,1095.82,23003.13,CARD,DELTA
2026-05-04,ORD202605040000133,CUST001037,PROD00222,STORE0018,3,4581.09,66.49,687.16,14363.94,CASH,DELTA
2026-05-04,ORD202605040000134,CUST002338,PROD00973,STORE0082,5,3475.86,98.93,868.97,18149.34,CASH,DELTA
2026-05-04,ORD202605040000135,CUST001794,PROD00064,STORE0067,5,2616.64,46.73,654.16,13690.63,NETBANKING,DELTA
2026-05-04,ORD202605040000136,CUST004217,PROD00764,STORE0099,5,1110.86,187.37,277.71,5644.64,CASH,DELTA
2026-05-04,ORD202605040000137,CUST002000,PROD00891,STORE0061,2,2256.86,120.15,225.69,4619.26,CARD,DELTA
2026-05-04,ORD202605040000138,CUST001710,PROD00044,STORE0068,5,3955.48,35.58,988.87,20730.69,UPI,DELTA
2026-05-04,ORD202605040000139,CUST002579,PROD00575,STORE0060,1,2057.56,37.58,102.88,2122.86,CASH,DELTA
2026-05-04,ORD202605040000140,CUST001840,PROD00278,STORE0050,1,676.38,120.12,33.82,590.08,CASH,DELTA
2026-05-04,ORD202605040000141,CUST004908,PROD00644,STORE0080,3,3342.57,56.9,501.39,10472.2,UPI,DELTA
2026-05-04,ORD202605040000142,CUST000435,PROD00861,STORE0026,4,2397.97,151.01,479.59,9920.46,NETBANKING,DELTA
2026-05-04,ORD202605040000143,CUST004063,PROD00957,STORE0055,4,3855.92,95.1,771.18,16099.76,NETBANKING,DELTA
2026-05-04,ORD202605040000144,CUST000065,PROD00255,STORE0076,5,2541.78,2.1,635.45,13342.25,CASH,DELTA
2026-05-04,ORD202605040000145,CUST001686,PROD00978,STORE0033,2,4117.21,152.33,411.72,8493.81,CARD,DELTA
2026-05-04,ORD202605040000146,CUST003940,PROD00205,STORE0051,2,3234.77,36.17,323.48,6756.85,NETBANKING,DELTA
2026-05-04,ORD202605040000147,CUST004707,PROD00966,STORE0026,1,2502.77,79.94,125.14,2547.97,UPI,DELTA
2026-05-04,ORD202605040000148,CUST004681,PROD00784,STORE0014,5,620.24,168.12,155.06,3088.14,UPI,DELTA
2026-05-04,ORD202605040000149,CUST002176,PROD00487,STORE0092,5,3368.1,174.96,842.03,17507.57,CARD,DELTA
2026-05-04,ORD202605040000150,CUST001307,PROD00554,STORE0084,3,2293.53,2.75,344.03,7221.87,NETBANKING,DELTA
2026-05-04,ORD202605040000151,CUST003120,PROD00257,STORE0002,4,585.31,95.12,117.06,2363.18,UPI,DELTA
2026-05-04,ORD202605040000152,CUST002197,PROD00792,STORE0057,3,237.3,4.48,35.6,743.02,UPI,DELTA
2026-05-04,ORD202605040000153,CUST001975,PROD00575,STORE0020,5,4724.34,80.1,1181.09,24722.69,CARD,DELTA
2026-05-04,ORD202605040000154,CUST001001,PROD00966,STORE0096,4,2989.78,73.59,597.96,12483.49,CARD,DELTA
2026-05-04,ORD202605040000155,CUST002684,PROD00518,STORE0076,2,2857.73,90.91,285.77,5910.32,CASH,DELTA
2026-05-04,ORD202605040000156,CUST000671,PROD00466,STORE0020,3,363.83,188.34,54.57,957.72,CASH,DELTA
2026-05-04,ORD202605040000157,CUST004208,PROD00605,STORE0021,3,3459.94,132.02,518.99,10766.79,UPI,DELTA
2026-05-04,ORD202605040000158,CUST001151,PROD00413,STORE0046,2,320.38,186.76,32.04,486.04,CASH,DELTA
2026-05-04,ORD202605040000159,CUST001243,PROD00330,STORE0088,3,3861.55,195.79,579.23,11968.09,CARD,DELTA
2026-05-04,ORD202605040000160,CUST004383,PROD00500,STORE0073,3,4054.27,67.17,608.14,12703.78,NETBANKING,DELTA
2026-05-04,ORD202605040000161,CUST003195,PROD00675,STORE0071,2,1315.18,134.05,131.52,2627.83,UPI,DELTA
2026-05-04,ORD202605040000162,CUST000635,PROD00545,STORE0014,1,732.65,34.72,36.63,734.56,NETBANKING,DELTA
2026-05-04,ORD202605040000163,CUST002567,PROD00756,STORE0029,1,3837.44,145.01,191.87,3884.3,CARD,DELTA
2026-05-04,ORD202605040000164,CUST004349,PROD00046,STORE0032,5,4238.34,174.77,1059.59,22076.52,NETBANKING,DELTA
2026-05-04,ORD202605040000165,CUST002701,PROD00082,STORE0060,2,4846.69,169.84,484.67,10008.21,UPI,DELTA
2026-05-04,ORD202605040000166,CUST002931,PROD00480,STORE0029,4,2740.33,165.4,548.07,11343.99,NETBANKING,DELTA
2026-05-04,ORD202605040000167,CUST000341,PROD00293,STORE0051,5,1395.06,104.81,348.76,7219.25,CASH,DELTA
2026-05-04,ORD202605040000168,CUST000307,PROD00474,STORE0060,1,2653.04,139.15,132.65,2646.54,CASH,DELTA
2026-05-04,ORD202605040000169,CUST001259,PROD00263,STORE0026,3,1673.94,136.46,251.09,5136.45,CASH,DELTA
2026-05-04,ORD202605040000170,CUST000335,PROD00855,STORE0092,3,4593.02,147.14,688.95,14320.87,NETBANKING,DELTA
2026-05-04,ORD202605040000171,CUST002152,PROD00618,STORE0073,3,1686.17,4.48,252.93,5306.96,CASH,DELTA
2026-05-04,ORD202605040000172,CUST000487,PROD00927,STORE0009,2,2550.09,45.01,255.01,5310.18,CARD,DELTA
2026-05-04,ORD202605040000173,CUST001513,PROD00610,STORE0062,5,565.76,124.77,141.44,2845.47,CARD,DELTA
2026-05-04,ORD202605040000174,CUST000350,PROD00807,STORE0065,3,2698.53,96.86,404.78,8403.51,CASH,DELTA
2026-05-04,ORD202605040000175,CUST001363,PROD00783,STORE0058,2,2045.88,150.54,204.59,4145.81,CASH,DELTA
2026-05-04,ORD202605040000176,CUST001930,PROD00463,STORE0008,3,846.75,108.09,127.01,2559.17,CARD,DELTA
2026-05-04,ORD202605040000177,CUST004071,PROD00976,STORE0022,4,2421.19,139.58,484.24,10029.42,UPI,DELTA
2026-05-04,ORD202605040000178,CUST004515,PROD00303,STORE0005,5,3614.17,186.75,903.54,18787.64,CARD,DELTA
2026-05-04,ORD202605040000179,CUST001269,PROD00736,STORE0014,4,4771.02,189.16,954.2,19849.12,NETBANKING,DELTA
2026-05-04,ORD202605040000180,CUST004629,PROD00330,STORE0030,4,4831.94,59.79,966.39,20234.36,UPI,DELTA
2026-05-04,ORD202605040000181,CUST004579,PROD00653,STORE0085,5,1324.63,168.61,331.16,6785.7,NETBANKING,DELTA
2026-05-04,ORD202605040000182,CUST001437,PROD00856,STORE0042,1,1933.35,7.44,96.67,2022.58,NETBANKING,DELTA
2026-05-04,ORD202605040000183,CUST001414,PROD00294,STORE0054,3,3635.92,101.24,545.39,11351.91,CARD,DELTA
2026-05-04,ORD202605040000184,CUST002076,PROD00524,STORE0024,2,4359.6,10.14,435.96,9145.02,NETBANKING,DELTA
2026-05-04,ORD202605040000185,CUST000099,PROD00345,STORE0023,2,2516.59,130.84,251.66,5154.0,NETBANKING,DELTA
2026-05-04,ORD202605040000186,CUST003874,PROD00069,STORE0045,4,4343.12,142.61,868.62,18098.49,CARD,DELTA
2026-05-04,ORD202605040000187,CUST000096,PROD00732,STORE0096,3,2640.2,178.49,396.03,8138.14,NETBANKING,DELTA
2026-05-04,ORD202605040000188,CUST002714,PROD00702,STORE0015,2,964.0,36.09,96.4,1988.31,CASH,DELTA
2026-05-04,ORD202605040000189,CUST002051,PROD00988,STORE0067,3,3108.47,30.85,466.27,9760.83,CASH,DELTA
2026-05-04,ORD202605040000190,CUST000357,PROD00579,STORE0070,1,2239.71,183.46,111.99,2168.24,CARD,DELTA
2026-05-04,ORD202605040000191,CUST002390,PROD00988,STORE0100,4,3142.6,147.98,628.52,13050.94,UPI,DELTA
2026-05-04,ORD202605040000192,CUST003054,PROD00494,STORE0046,1,4188.69,158.59,209.43,4239.53,CASH,DELTA
2026-05-04,ORD202605040000193,CUST002104,PROD00073,STORE0069,4,572.78,166.33,114.56,2239.35,UPI,DELTA
2026-05-04,ORD202605040000194,CUST001896,PROD00166,STORE0061,2,4515.84,157.77,451.58,9325.49,NETBANKING,DELTA
2026-05-04,ORD202605040000195,CUST003837,PROD00071,STORE0003,3,3618.53,185.58,542.78,11212.79,CASH,DELTA
2026-05-04,ORD202605040000196,CUST000282,PROD00375,STORE0050,1,3136.64,107.36,156.83,3186.11,NETBANKING,DELTA
2026-05-04,ORD202605040000197,CUST000578,PROD00321,STORE0051,2,2096.32,171.65,209.63,4230.62,CASH,DELTA
2026-05-04,ORD202605040000198,CUST002517,PROD00991,STORE0100,1,1056.47,115.44,52.82,993.85,NETBANKING,DELTA
2026-05-04,ORD202605040000199,CUST003658,PROD00578,STORE0025,2,718.52,57.0,71.85,1451.89,CASH,DELTA
2026-05-04,ORD202605040000200,CUST004742,PROD00575,STORE0082,3,3991.53,165.33,598.73,12407.99,NETBANKING,DELTA
2026-05-04,ORD202605040000201,CUST002911,PROD00250,STORE0022,4,4649.98,167.84,930.0,19362.08,NETBANKING,DELTA
2026-05-04,ORD202605040000202,CUST003688,PROD00901,STORE0020,5,2025.76,76.54,506.44,10558.7,CARD,DELTA
2026-05-04,ORD202605040000203,CUST003647,PROD00137,STORE0098,4,2301.69,164.91,460.34,9502.19,UPI,DELTA
2026-05-04,ORD202605040000204,CUST000058,PROD00537,STORE0050,4,2571.95,155.55,514.39,10646.64,NETBANKING,DELTA
2026-05-04,ORD202605040000205,CUST000190,PROD00638,STORE0099,2,2136.0,167.55,213.6,4318.05,CARD,DELTA
2026-05-04,ORD202605040000206,CUST000661,PROD00719,STORE0084,2,3792.33,172.66,379.23,7791.23,CARD,DELTA
2026-05-04,ORD202605040000207,CUST004605,PROD00293,STORE0019,3,908.69,23.95,136.3,2838.42,NETBANKING,DELTA
2026-05-04,ORD202605040000208,CUST002995,PROD00227,STORE0001,5,1600.52,153.73,400.13,8249.0,NETBANKING,DELTA
2026-05-04,ORD202605040000209,CUST004001,PROD00755,STORE0061,1,3492.27,171.77,174.61,3495.11,CASH,DELTA
2026-05-04,ORD202605040000210,CUST000120,PROD00919,STORE0022,5,4168.49,101.86,1042.12,21782.71,CARD,DELTA
2026-05-04,ORD202605040000211,CUST003967,PROD00761,STORE0024,2,4310.14,177.73,431.01,8873.56,CASH,DELTA
2026-05-04,ORD202605040000212,CUST004814,PROD00394,STORE0001,5,2626.87,86.72,656.72,13704.35,CASH,DELTA
2026-05-04,ORD202605040000213,CUST003423,PROD00214,STORE0003,3,1526.86,44.26,229.03,4765.35,CARD,DELTA
2026-05-04,ORD202605040000214,CUST001678,PROD00290,STORE0014,4,3810.37,92.24,762.07,15911.31,CARD,DELTA
2026-05-04,ORD202605040000215,CUST003349,PROD00910,STORE0095,3,113.1,41.3,16.96,314.96,CARD,DELTA
2026-05-04,ORD202605040000216,CUST003422,PROD00071,STORE0013,1,2286.69,191.23,114.33,2209.79,CASH,DELTA
2026-05-04,ORD202605040000217,CUST004884,PROD00918,STORE0039,2,885.08,42.06,88.51,1816.61,NETBANKING,DELTA
2026-05-04,ORD202605040000218,CUST001202,PROD00034,STORE0021,1,2693.67,195.07,134.68,2633.28,CASH,DELTA
