product_id,product_name,category,brand,price,created_date,load_type
PRODD202605020022,Sequi Item,Fashion,Rajagopal and Sons,563.59,2026-05-02,DELTA
PRODD202605020023,Excepturi Item,Fashion,"Doshi, Kohli and Raman",1924.88,2026-05-02,DELTA
PRODD202605020024,Debitis Item,Electronics,Kannan-Desai,2891.75,2026-05-02,DELTA
PRODD202605020025,Quod Item,Home,Patel-Suri,4948.64,2026-05-02,DELTA
PRODD202605020026,Cumque Item,Grocery,Ganguly Ltd,4827.4,2026-05-02,DELTA
PRODD202605020027,Impedit Item,Home,"Chokshi, Dey and Vaidya",3198.25,2026-05-02,DELTA
PRODD202605020028,Error Item,Beauty,Bala Group,1164.97,2026-05-02,DELTA
PRODD202605020029,Doloribus Item,Electronics,Wali Inc,4055.95,2026-05-02,DELTA
PRODD202605020030,Quam Item,Fashion,Garde LLC,1483.97,2026-05-02,DELTA
PRODD202605020031,Maiores Item,Electronics,Sachdeva Group,4843.89,2026-05-02,DELTA
PRODD202605020032,Rem Item,Beauty,Tak Group,2028.02,2026-05-02,DELTA
PRODD202605020033,Natus Item,Beauty,Sarkar Inc,4776.63,2026-05-02,DELTA
PRODD202605020034,Porro Item,Fashion,"Chada, Chandran and Sodhi",3406.26,2026-05-02,DELTA
PRODD202605020035,Dicta Item,Home,"Dixit, Khalsa and Kari",1111.25,2026-05-02,DELTA
PRODD202605020036,Voluptatibus Item,Electronics,Das-Kothari,3727.68,2026-05-02,DELTA
PRODD202605020037,Eos Item,Fashion,Jhaveri-Butala,598.8,2026-05-02,DELTA
PRODD202605020038,Minima Item,Beauty,Pandey Group,2909.73,2026-05-02,DELTA
PRODD202605020039,Doloremque Item,Electronics,"Sharma, Devan and Mukhopadhyay",3164.89,2026-05-02,DELTA
PRODD202605020040,Libero Item,Sports,"Bains, Mahajan and Bala",3017.93,2026-05-02,DELTA
PRODD202605020041,Repellat Item,Fashion,Chawla-Lata,1502.88,2026-05-02,DELTA
PRODD202605020042,Occaecati Item,Home,"Taneja, Chana and Sanghvi",315.37,2026-05-02,DELTA
PRODD202605020043,Quo Item,Sports,Wali Ltd,978.06,2026-05-02,DELTA
PRODD202605020044,Similique Item,Beauty,"Ghose, Brahmbhatt and Yadav",1103.69,2026-05-02,DELTA
PRODD202605020045,Totam Item,Grocery,Mannan LLC,4723.03,2026-05-02,DELTA
PRODD202605020046,Molestiae Item,Sports,"Dyal, Chatterjee and Ratta",2738.56,2026-05-02,DELTA
PRODD202605020047,Earum Item,Fashion,De-Sura,3905.74,2026-05-02,DELTA
PRODD202605020048,Ab Item,Sports,Virk Group,1007.46,2026-05-02,DELTA
PRODD202605020049,Temporibus Item,Fashion,Sarna-Kashyap,1173.38,2026-05-02,DELTA
PRODD202605020050,Dicta Item,Beauty,"Gaba, Kalla and Dewan",3613.95,2026-05-02,DELTA
PRODD202605020051,Deserunt Item,Fashion,Dutt-Sant,904.36,2026-05-02,DELTA
PRODD202605020052,Eligendi Item,Home,Kala-Ramaswamy,4420.4,2026-05-02,DELTA
PRODD202605020053,Quam Item,Electronics,"Brar, Dutt and Oak",1034.63,2026-05-02,DELTA
PRODD202605020054,Explicabo Item,Fashion,Memon LLC,3857.25,2026-05-02,DELTA
PRODD202605020055,Deleniti Item,Grocery,"Sundaram, Mammen and Sood",275.6,2026-05-02,DELTA
PRODD202605020056,Laborum Item,Fashion,"Amble, Mall and Kuruvilla",639.46,2026-05-02,DELTA
PRODD202605020057,Omnis Item,Beauty,Chana-Savant,1077.82,2026-05-02,DELTA
PRODD202605020058,Nisi Item,Sports,Kala-Mahajan,4270.28,2026-05-02,DELTA
PRODD202605020059,Fugiat Item,Grocery,Aggarwal LLC,1456.71,2026-05-02,DELTA
PRODD202605020060,Officia Item,Beauty,"Mistry, Bandi and Raju",4118.01,2026-05-02,DELTA
PRODD202605020061,Voluptas Item,Beauty,Gopal-Palla,3356.74,2026-05-02,DELTA
PRODD202605020062,Esse Item,Sports,Koshy Ltd,3519.25,2026-05-02,DELTA
PRODD202605020063,Debitis Item,Sports,Mistry-Luthra,1285.16,2026-05-02,DELTA
PRODD202605020064,Ut Item,Electronics,"Kata, Mall and Prasad",1201.07,2026-05-02,DELTA
PRODD202605020065,Cumque Item,Grocery,"Pillay, Nagar and Ahluwalia",1913.05,2026-05-02,DELTA
PRODD202605020066,Quo Item,Fashion,"Sengupta, Subramanian and Nadkarni",4425.86,2026-05-02,DELTA
PRODD202605020067,Fuga Item,Fashion,Deshpande-Dara,638.83,2026-05-02,DELTA
PRODD202605020068,Iste Item,Electronics,"Seshadri, Bala and Sangha",1944.38,2026-05-02,DELTA
PRODD202605020069,Nisi Item,Fashion,Pal Ltd,4422.86,2026-05-02,DELTA
PRODD202605020070,A Item,Electronics,Sanghvi and Sons,4892.49,2026-05-02,DELTA
PRODD202605020071,Ea Item,Beauty,Mital and Sons,4893.54,2026-05-02,DELTA
PRODD202605020072,Unde Item,Fashion,Sawhney-Dash,1236.85,2026-05-02,DELTA
PRODD202605020073,Facilis Item,Beauty,"Mangal, Soni and Gala",2510.05,2026-05-02,DELTA
PRODD202605020074,Id Item,Sports,"Krishna, Dayal and Sanghvi",2126.49,2026-05-02,DELTA
PRODD202605020075,Cum Item,Beauty,Gera-Venkataraman,2593.85,2026-05-02,DELTA
PRODD202605020076,Vitae Item,Grocery,"Khanna, Ahluwalia and Naidu",3563.93,2026-05-02,DELTA
PRODD202605020077,Nisi Item,Grocery,"Deol, Behl and Batta",891.12,2026-05-02,DELTA
PRODD202605020078,Quaerat Item,Beauty,Bail Ltd,745.08,2026-05-02,DELTA
PRODD202605020079,Pariatur Item,Sports,"Thakkar, Agrawal and Thaker",83.03,2026-05-02,DELTA
PRODD202605020080,Quam Item,Electronics,Garg Inc,3877.72,2026-05-02,DELTA
PRODD202605020081,Repellendus Item,Fashion,Parekh and Sons,570.12,2026-05-02,DELTA
PRODD202605020082,Sunt Item,Sports,Agrawal Ltd,4515.91,2026-05-02,DELTA
PRODD202605020083,Voluptatibus Item,Beauty,"Mahal, Dhawan and Hayre",851.67,2026-05-02,DELTA
PRODD202605020084,Tempora Item,Fashion,Lad-Swaminathan,4528.18,2026-05-02,DELTA
PRODD202605020085,Recusandae Item,Home,Kakar Inc,1216.13,2026-05-02,DELTA
PRODD202605020086,Dolore Item,Grocery,De-Apte,1583.23,2026-05-02,DELTA
PRODD202605020087,Doloremque Item,Home,Chadha-Bajaj,2565.66,2026-05-02,DELTA
PRODD202605020088,Accusantium Item,Electronics,"Ganesh, Gara and Srinivas",4138.47,2026-05-02,DELTA
PRODD202605020089,Sapiente Item,Fashion,"Deshpande, Patel and Sheth",3346.53,2026-05-02,DELTA
PRODD202605020090,Rem Item,Sports,"Vala, Vora and Kota",3808.57,2026-05-02,DELTA
PRODD202605020091,Iusto Item,Home,"Krishna, Kakar and Ganguly",3064.87,2026-05-02,DELTA
PRODD202605020092,Non Item,Home,Kata and Sons,632.95,2026-05-02,DELTA
PRODD202605020093,Dolores Item,Fashion,Bawa-Agrawal,2195.97,2026-05-02,DELTA
PRODD202605020094,Totam Item,Electronics,Solanki-Balay,3681.98,2026-05-02,DELTA
PRODD202605020095,Accusantium Item,Sports,Srivastava PLC,925.24,2026-05-02,DELTA
PRODD202605020096,Corporis Item,Home,Cherian-Palan,1324.72,2026-05-02,DELTA
PRODD202605020097,Architecto Item,Fashion,Narang-Divan,1937.79,2026-05-02,DELTA
PRODD202605020098,Impedit Item,Sports,Arya-Toor,4990.78,2026-05-02,DELTA
PRODD202605020099,Quaerat Item,Grocery,"Pingle, Edwin and Bedi",3372.75,2026-05-02,DELTA
PRODD202605020100,Quis Item,Beauty,Dada-Parmar,2307.04,2026-05-02,DELTA
