product_id,product_name,category,brand,price,created_date,load_type
PRODD202605030060,Possimus Item,Beauty,"Sinha, Palan and Amble",2655.25,2026-05-03,DELTA
PRODD202605030061,Beatae Item,Grocery,Dayal PLC,4602.01,2026-05-03,DELTA
PRODD202605030062,Vero Item,Sports,"Dayal, Dubey and Bajwa",1857.34,2026-05-03,DELTA
PRODD202605030063,Atque Item,Sports,Kadakia Group,4255.86,2026-05-03,DELTA
PRODD202605030064,Accusantium Item,Fashion,"Mangal, Nagi and Som",4073.46,2026-05-03,DELTA
PRODD202605030065,Fugiat Item,Sports,"Amble, Nagy and Bawa",4091.73,2026-05-03,DELTA
PRODD202605030066,Optio Item,Home,"Minhas, Brar and Buch",2790.15,2026-05-03,DELTA
PRODD202605030067,Et Item,Electronics,"Dugal, Yohannan and Desai",2262.58,2026-05-03,DELTA
PRODD202605030068,Eius Item,Sports,Sami-Muni,2926.84,2026-05-03,DELTA
PRODD202605030069,Soluta Item,Electronics,Divan Group,141.88,2026-05-03,DELTA
PRODD202605030070,Ratione Item,Electronics,Chahal and Sons,397.82,2026-05-03,DELTA
PRODD202605030071,Quo Item,Home,Bahl Ltd,561.03,2026-05-03,DELTA
PRODD202605030072,Vitae Item,Sports,Krish PLC,4283.89,2026-05-03,DELTA
PRODD202605030073,Eius Item,Fashion,Saraf Ltd,4899.68,2026-05-03,DELTA
PRODD202605030074,Odit Item,Fashion,"Issac, Ravel and Boase",1874.23,2026-05-03,DELTA
PRODD202605030075,In Item,Grocery,"Bhatia, Mander and Tara",3427.7,2026-05-03,DELTA
PRODD202605030076,Veniam Item,Sports,Bose-Mani,3635.42,2026-05-03,DELTA
PRODD202605030077,Maiores Item,Beauty,Chahal-Nagarajan,1724.96,2026-05-03,DELTA
PRODD202605030078,Quidem Item,Sports,Tiwari Inc,2971.05,2026-05-03,DELTA
PRODD202605030079,Tenetur Item,Grocery,Apte Group,2452.94,2026-05-03,DELTA
PRODD202605030080,Voluptates Item,Sports,"Mani, Dora and Gour",2707.92,2026-05-03,DELTA
PRODD202605030081,Doloremque Item,Fashion,Bhatt Ltd,2954.06,2026-05-03,DELTA
PRODD202605030082,Sit Item,Electronics,Thaman-Oza,271.79,2026-05-03,DELTA
PRODD202605030083,Veritatis Item,Grocery,"Kade, Din and Barman",2870.7,2026-05-03,DELTA
PRODD202605030084,At Item,Fashion,Vasa Ltd,4188.74,2026-05-03,DELTA
PRODD202605030085,Autem Item,Beauty,Srivastava and Sons,2070.92,2026-05-03,DELTA
PRODD202605030086,Eum Item,Grocery,Dhar Ltd,4920.81,2026-05-03,DELTA
PRODD202605030087,Veniam Item,Grocery,Mital-Sarraf,2474.32,2026-05-03,DELTA
PRODD202605030088,Quas Item,Fashion,Banerjee Inc,1693.92,2026-05-03,DELTA
PRODD202605030089,Soluta Item,Sports,Loke-Dasgupta,2255.05,2026-05-03,DELTA
PRODD202605030090,Ab Item,Home,"Wason, Jani and Mohanty",1557.36,2026-05-03,DELTA
PRODD202605030091,Fugiat Item,Electronics,Doshi-Nori,409.02,2026-05-03,DELTA
PRODD202605030092,Expedita Item,Grocery,Manne-Devi,1985.37,2026-05-03,DELTA
PRODD202605030093,Fugiat Item,Electronics,"Mital, Chanda and Tandon",618.52,2026-05-03,DELTA
PRODD202605030094,Provident Item,Grocery,Lall-Soman,133.99,2026-05-03,DELTA
PRODD202605030095,Praesentium Item,Fashion,Dugal and Sons,4917.35,2026-05-03,DELTA
PRODD202605030096,Reprehenderit Item,Home,Tripathi Ltd,283.76,2026-05-03,DELTA
PRODD202605030097,Tempore Item,Beauty,Bumb Inc,356.27,2026-05-03,DELTA
PRODD202605030098,Sed Item,Grocery,Prasad Group,1525.89,2026-05-03,DELTA
PRODD202605030099,Atque Item,Sports,"Chander, Anne and Master",3476.13,2026-05-03,DELTA
PRODD202605030100,Temporibus Item,Electronics,Saxena PLC,686.53,2026-05-03,DELTA
